walsCode,isoCode,glottocode,Name,genus,family,macroarea,countrycodes
yna,ynk,nauk1242,Yupik (Naukan),Eskimo,Eskimo-Aleut,Eurasia,RU
yng,yia,ying1247,Yingkarta,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
ynk,kdd,yank1247,Yankuntjatjara,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
ynm,wca,yano1262,Yanomámi,Yanomam,Yanomam,South America,BR
yns,yns,yans1239,Yansi,Bantoid,Niger-Congo,Africa,CD
yny,jao,yany1243,Yanyuwa,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
yok,yok,yoku1256,Yokuts (Yaudanchi),Yokuts,Penutian,North America,US
yor,yor,yoru1245,Yoruba,Defoid,Niger-Congo,Africa,NG BJ
ypk,esu,cent2127,Yup'ik (Central),Eskimo,Eskimo-Aleut,North America,US
yqy,jaq,yaqa1246,Yaqay,Marind Proper,Marind,Papunesia,ID
yrc,yuz,yura1255,Yuracare,Yuracare,Yuracare,South America,BO
yrm,,yuru1243,Yurimangí,Yurimangí,Yurimangí,South America,CO
yrr,yae,pume1238,Yaruro,Yaruro,Yaruro,South America,VR
yrt,yui,yuru1263,Yuruti,Tucanoan,Tucanoan,South America,CO
ysi,ysr,sire1246,Yupik (Sirenik),Eskimo,Eskimo-Aleut,Eurasia,RU
ysl,ess,cent2128,Yupik (St. Lawrence Island),Eskimo,Eskimo-Aleut,Eurasia,US
yta,nog,noga1249,Yurt Tatar,Turkic,Altaic,Eurasia,RU
ytu,ykg,nort2745,Yukaghir (Tundra),Yukaghir,Yukaghir,Eurasia,RU
yuc,yuc,yuch1247,Yuchi,Yuchi,Yuchi,North America,US
yug,yuu,yugh1239,Yugh,Yeniseian,Yeniseian,Eurasia,RU
yuk,gcd,gang1267,Yukulta,Tangkic,Tangkic,Australia,AU
yul,yul,yulu1243,Yulu,Bongo-Bagirmi,Central Sudanic,Africa,SD
yun,esu,cent2127,Yup'ik (Norton Sound),Eskimo,Eskimo-Aleut,North America,US
yur,yur,yuro1248,Yurok,Yurok,Algic,North America,US
yus,ess,cent2128,Yupik (Siberian),Eskimo,Eskimo-Aleut,Eurasia,RU
yuw,kld,gami1243,Yuwaalaraay,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
ywl,yok,yoku1256,Yawelmani,Yokuts,Penutian,North America,US
ywr,ywr,yawu1244,Yawuru,Nyulnyulan,Nyulnyulan,Australia,AU
yyg,,yayg1236,Yaygir,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
yyo,,yort1237,Yorta Yorta,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
yzv,kpv,komi1268,Yazva,Permic,Uralic,Eurasia,RU
zag,zag,zagh1240,Beria,Eastern Saharan,Saharan,Africa,SD TD
zai,zai,isth1244,Zapotec (Isthmus),Zapotecan,Oto-Manguean,North America,MX
zaj,zaa,sier1250,Zapotec (Juárez),Zapotecan,Oto-Manguean,North America,MX
zam,zpm,mixt1426,Zapotec (Mixtepec),Zapotecan,Oto-Manguean,North America,MX
zan,zne,zand1248,Zande,Ubangi,Niger-Congo,Africa,SD CF CD
zap,zaw,mitl1236,Zapotec (Mitla),Zapotecan,Oto-Manguean,North America,MX
zaq,zpi,sant1451,Zapotec (Quiegolani),Zapotecan,Oto-Manguean,North America,MX
zar,dje,zarm1239,Zarma,Songhay,Songhay,Africa,NE
zay,zay,zays1235,Zayse,North Omotic,Afro-Asiatic,Africa,ET
zaz,diq,diml1238,Zazaki,Iranian,Indo-European,Eurasia,TR
zch,zoh,chim1300,Zoque (Chimalapa),Mixe-Zoque,Mixe-Zoque,North America,MX
zen,zen,zena1248,Zenaga,Berber,Afro-Asiatic,Africa,MR
zfl,zos,fran1266,Zoque (Francisco León),Mixe-Zoque,Mixe-Zoque,North America,MX
zha,jna,jang1254,Zhang-Zhung,Bodic,Sino-Tibetan,Eurasia,IN
zhn,zgb,guib1245,Zhuang (Northern),Kam-Tai,Tai-Kadai,Eurasia,CN
zim,zik,zima1244,Zimakani,Marind Proper,Marind,Papunesia,PG
zno,zul,zulu1248,Zulu (Northern),Bantoid,Niger-Congo,Africa,ZA
zpi,zpd,sout3005,Zapotec (Ixtlan),Zapotecan,Oto-Manguean,North America,MX
zpr,zro,zapa1253,Zaparo,Zaparoan,Zaparoan,South America,PE EC
zqc,zoc,copa1236,Zoque (Copainalá),Mixe-Zoque,Mixe-Zoque,North America,MX
zqo,zoc,copa1236,Zoque (Ostuacan),Mixe-Zoque,Mixe-Zoque,North America,MX
zqr,zor,rayo1235,Zoque (Rayon),Mixe-Zoque,Mixe-Zoque,North America,MX
zqs,poi,high1276,Zoque (Soteapan),Mixe-Zoque,Mixe-Zoque,North America,MX
zso,zul,zulu1248,Zulu (Southern),Bantoid,Niger-Congo,Africa,ZA
zsq,zab,sanj1284,Zapotec (San Lucas Quiaviní),Zapotecan,Oto-Manguean,North America,MX
zte,zpz,texm1235,Zapotec (Texmelucan),Zapotecan,Oto-Manguean,North America,MX
zul,zul,zulu1248,Zulu,Bantoid,Niger-Congo,Africa,ZA
zun,zun,zuni1245,Zuni,Zuni,Zuni,North America,US
zya,zav,yatz1235,Zapotec (Yatzachi),Zapotecan,Oto-Manguean,North America,MX
zzo,zpq,zoog1238,Zapotec (Zoogocho),Zapotecan,Oto-Manguean,North America,MX
