SITE;SITE_NAME;STATION_NAME;TRAMP_FARM_NAME;DESCRIPTION;DATE_COLLECTED;LABORATORY_SAMPLE_NUMBER;ANALYSIS;NAME;RESULT_UnitsNotAmendedFrom_mbqTo_bq;RESULT_NO_FLAG_UnitsAmendedForRIFE-AllBq's;Result_SFG;RNF_2SG;ACTUAL_ERROR;PERCENTAGE_ERROR;UNIT;ErrorCorrected;EC_2SF;LOD;ResultString
1;Sellafield;;ANIMAL;CAK - Cattle kidney;2016-10-13;201632031;10;AG-110M;<0.063171;0.063171;<0.063171;0.063;;;Bq/kg;;;<;<0.063
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-09-12;201631076;10;CS-134;<0.063209;0.063209;<0.063209;0.063;;;Bq/L;;;<;<0.063
30;Hartlepool;;CROP;POT - Potato;2016-09-18;201631595;10;CO-60;<0.063212;0.063212;<0.063212;0.063;;;Bq/kg;;;<;<0.063
7;Bradwell;;BR06;UMK-Unpasteurised Milk;2016-02-15;201628396;10;CS-134;<0.063215;0.063215;<0.063215;0.063;;;Bq/L;;;<;<0.063
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-05-23;201629497;10;CS-137;<0.063245;0.063245;<0.063245;0.063;;;Bq/L;;;<;<0.063
8;Dungeness;;DU84;UMK-Unpasteurised Milk;2016-11-15;201634015;10;SE-75;<0.063284;0.063284;<0.063284;0.063;;;Bq/L;;;<;<0.063
84;Derby;;CROP;WHT - Wheat;2016-08-16;201630828;10;CS-137;<0.06331816;0.063318;<0.06331816;0.063;;;Bq/kg;;;<;<0.063
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-11-07;201633403;10;NB-95;<0.063351;0.063351;<0.063351;0.063;;;Bq/L;;;<;<0.063
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-10-10;201631961;10;NB-95;<0.0634;0.0634;<0.0634;0.063;;;Bq/L;;;<;<0.063
1;Sellafield;;ANIMAL;PHT - Pheasant;2016-11-01;201633363;10;AG-110M;<0.063428;0.063428;<0.063428;0.063;;;Bq/kg;;;<;<0.063
68;Oldbury & Berkeley;;OB21;UMK-Unpasteurised Milk;2016-11-15;201633937;10;SE-75;<0.063455;0.063455;<0.063455;0.063;;;Bq/L;;;<;<0.063
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-06-13;201629699;10;AG-110M;<0.063492;0.063492;<0.063492;0.063;;;Bq/L;;;<;<0.063
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-06-27;201629891;10;CS-134;<0.063499;0.063499;<0.063499;0.063;;;Bq/L;;;<;<0.063
1;Sellafield;;ANIMAL_DRIGG;LLK - Lamb liver & kidney;2016-10-13;201632573;10;RU-103;<0.063525;0.063525;<0.063525;0.064;;;Bq/kg;;;<;<0.064
9;Hinkley;;HP03;UMK-Unpasteurised Milk;2016-11-15;201634022;10;SE-75;<0.063531;0.063531;<0.063531;0.064;;;Bq/L;;;<;<0.064
30;Hartlepool;;CROP;WHT - Wheat;2016-09-19;201631594;10;SE-75;<0.063544;0.063544;<0.063544;0.064;;;Bq/kg;;;<;<0.064
18;Winfrith;;WN09;UMK-Unpasteurised Milk;2016-05-15;201629908;10;CO-60;<0.063571;0.063571;<0.063571;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-05-23;201629500;10;NB-95;<0.063629;0.063629;<0.063629;0.064;;;Bq/L;;;<;<0.064
29;Heysham;;HE17;UMK-Unpasteurised Milk;2016-05-15;201629721;10;AM-241;<0.063673;0.063673;<0.063673;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;ANIMAL_RAVENGLASS;CAK - Cattle kidney;2016-06-13;201629844;004S;SR-90;<0.0637;0.0637;<0.0637;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-05-10;201629296;10;AM-241;<0.06378;0.06378;<0.06378;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;ANIMAL;WWP - Wild wood pigeon;2016-08-24;201630973;10;CS-134;<0.06379;0.06379;<0.06379;0.064;;;Bq/kg;;;<;<0.064
68;Oldbury & Berkeley;;OB21;UMK-Unpasteurised Milk;2016-05-15;201629742;10;CS-137;<0.063851;0.063851;<0.063851;0.064;;;Bq/L;;;<;<0.064
68;Oldbury & Berkeley;;CROP;BAR - Barley;2016-09-15;201631411;10;AG-110M;<0.063863;0.063863;<0.063863;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-06-13;201629699;10;AM-241;<0.063866;0.063866;<0.063866;0.064;;;Bq/L;;;<;<0.064
25;Harwell;;CROP;GRS - Grass;2016-07-14;201630418;10;CO-60;<0.0639;0.0639;<0.0639;0.064;;;Bq/kg;;;<;<0.064
30;Hartlepool;;CROP;WHT - Wheat;2016-09-19;201631594;10;SB-125;<0.063959;0.063959;<0.063959;0.064;;;Bq/kg;;;<;<0.064
7;Bradwell;Blackwater Estuary;;OYY - Oysters;2016-08-15;201630833;2;CS-134;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
34;Cardiff;East of New Pipeline;;FLE - Flounder (European);2016-04-15;201629150;2;AM-241;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
34;Cardiff;;CROP;GRS - Grass;2016-10-11;201632026;10;SE-75;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
8;Dungeness;PLZ - Fish;;SCE - Escallop;2016-04-15;201630218;2;EU-155;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
89;England;;CANTEEN_MEAL_MIDDLE;CANTEEN MEAL;2016-01-27;201627882;2;NB-95;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
9;Hinkley;Stert, Stolford;;COD - Cod;2016-02-04;201627898;2;CO-60;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
52;Northern Ireland;;CANTEEN_MEAL_WEST_NI;CANTEEN MEAL;2016-11-08;201633540;2;RU-103;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-07-12;201630404;2;RU-103;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;Ravenglass Estuary;;SAM - Samphire;2016-07-26;201630666;2;MN-54;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-10-10;201632008;2;CO-57;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-04-18;201629056;2;MN-54;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-04-22;201629598;2;AG-110M;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-11-21;201633820;10;SE-75;<0.064;0.064;<0.064;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-10-03;201631866;10;SE-75;<0.064;0.064;<0.064;0.064;;;Bq/L;;;<;<0.064
13;Trawsfynydd;;CROP;POT - Potato;2016-08-01;201630681;10;NB-95;<0.064;0.064;<0.064;0.064;;;Bq/kg;;;<;<0.064
13;Trawsfynydd;;TR06;UMK-Unpasteurised Milk;2016-08-15;201631544;10;NB-95;<0.064;0.064;<0.064;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-03-21;201628376;10;AG-110M;<0.064001;0.064001;<0.064001;0.064;;;Bq/L;;;<;<0.064
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-01-18;201627511;10;CS-134;<0.06402;0.06402;<0.06402;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-06-27;201629893;10;SE-75;<0.064039;0.064039;<0.064039;0.064;;;Bq/L;;;<;<0.064
34;Cardiff;;CD02;UMK-Unpasteurised Milk;2016-02-15;201628241;10;CS-134;<0.06408;0.06408;<0.06408;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;CROP;BKE - Blackberries;2016-08-30;201631011;10;CO-60;<0.064095;0.064095;<0.064095;0.064;;;Bq/kg;;;<;<0.064
7;Bradwell;;BR07;UMK-Unpasteurised Milk;2016-08-15;201630996;10;ZR-95;<0.064121;0.064121;<0.064121;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;CROP;POT - Potato;2016-08-08;201630734;10;CS-134;<0.064141;0.064141;<0.064141;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-01-18;201627505;10;NB-95;<0.064141;0.064141;<0.064141;0.064;;;Bq/L;;;<;<0.064
29;Heysham;;HE17;UMK-Unpasteurised Milk;2016-02-15;201628392;10;SE-75;<0.064171;0.064171;<0.064171;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-03-21;201628376;10;CS-134;<0.064246;0.064246;<0.064246;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;ANIMAL;PHT - Pheasant;2016-11-01;201633363;10;SE-75;<0.06427;0.06427;<0.06427;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-02-15;201628448;118L;AM-241 (chem);<0.0643;0.000064;<0.0643;0.000064;;;Bq/L;;;<;<0.000064
29;Heysham;;HE17;UMK-Unpasteurised Milk;2016-11-15;201634026;10;SE-75;<0.064315;0.064315;<0.064315;0.064;;;Bq/L;;;<;<0.064
29;Heysham;;HE17;UMK-Unpasteurised Milk;2016-05-15;201629721;10;SE-75;<0.064325;0.064325;<0.064325;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;CROP;CAB - Cabbage;2016-08-30;201631013;10;RU-103;<0.06439;0.06439;<0.06439;0.064;;;Bq/kg;;;<;<0.064
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-04-04;201628518;10;AM-241;<0.064391;0.064391;<0.064391;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-04-04;201628514;10;SE-75;<0.064418;0.064418;<0.064418;0.064;;;Bq/L;;;<;<0.064
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-11-21;201633821;10;SB-125;<0.064453;0.064453;<0.064453;0.064;;;Bq/L;;;<;<0.064
9;Hinkley;;CROP;HON - Honey;2016-09-22;201631641;10;EU-154;<0.064466;0.064466;<0.064466;0.064;;;Bq/kg;;;<;<0.064
7;Bradwell;;BR07;UMK-Unpasteurised Milk;2016-11-15;201634013;10;CS-134;<0.06447;0.06447;<0.06447;0.064;;;Bq/L;;;<;<0.064
32;Amersham;;CROP;WHT - Wheat;2016-08-23;201630862;10;RU-103;<0.064483;0.064483;<0.064483;0.064;;;Bq/kg;;;<;<0.064
8;Dungeness;;DU85;UMK-Unpasteurised Milk;2016-12-19;201634101;10;CS-134;<0.064563;0.064563;<0.064563;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-04-04;201628516;10;RU-103;<0.06457;0.06457;<0.06457;0.065;;;Bq/L;;;<;<0.065
7;Bradwell;;BR06;UMK-Unpasteurised Milk;2016-11-15;201634011;10;RU-103;<0.064596;0.064596;<0.064596;0.065;;;Bq/L;;;<;<0.065
87;Ascot;;CROP;GRS - Grass;2016-07-21;201630426;10;CS-137;<0.0646;0.0646;<0.0646;0.065;;;Bq/kg;;;<;<0.065
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-07-11;201630479;10;RU-103;<0.064673;0.064673;<0.064673;0.065;;;Bq/L;;;<;<0.065
68;Oldbury & Berkeley;;OB20;UMK-Unpasteurised Milk;2016-08-15;201631508;10;CS-134;<0.064698;0.064698;<0.064698;0.065;;;Bq/L;;;<;<0.065
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-03-21;201628383;10;AM-241;<0.064705;0.064705;<0.064705;0.065;;;Bq/L;;;<;<0.065
31;Aldermaston;;AD11;UMK-Unpasteurised Milk;2016-08-15;201631553;10;AG-110M;<0.064736;0.064736;<0.064736;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-07-25;201630441;10;RU-103;<0.06478;0.06478;<0.06478;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-11-07;201633397;10;CS-134;<0.064807;0.064807;<0.064807;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-04-04;201628518;10;AG-110M;<0.064846;0.064846;<0.064846;0.065;;;Bq/L;;;<;<0.065
25;Harwell;;HW07;UMK-Unpasteurised Milk;2016-08-15;201631551;10;ZR-95;<0.06489;0.06489;<0.06489;0.065;;;Bq/L;;;<;<0.065
33;Capenhurst;R. Dee Cockle;;COC - Common cockle;2016-10-10;201632015;2;SE-75;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-02-15;201627920;10;AG-110M;<0.065;0.065;<0.065;0.065;;;Bq/L;;;<;<0.065
89;England;;CANTEEN_MEAL_SOUTH;CANTEEN MEAL;2016-03-17;201628330;2;AG-110M;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
89;England;;CANTEEN_MEAL_WEST;CANTEEN MEAL;2016-02-15;201628114;2;CO-60;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-03-10;201629023;2;CS-134;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
29;Heysham;Morecambe;;USH - Shrimp (unidentified);2016-08-08;201630890;2;CO-57;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
9;Hinkley;Stert, Stolford;;COD - Cod;2016-02-04;201627898;2;SE-75;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
1;Sellafield;Sellafield Distance North;;POK - Saithe;2016-03-09;201629684;2;CS-134;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-04-22;201629598;2;SE-75;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-12-27;201634098;10;RU-103;<0.065;0.065;<0.065;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-10-03;201631859;10;NB-95;<0.065;0.065;<0.065;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-07-11;201630477;10;ZR-95;<0.065;0.065;<0.065;0.065;;;Bq/L;;;<;<0.065
12;Sizewell;Sizewell Fish;;SOL - Sole (Dover sole);2016-06-10;201629660;2;RU-103;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
12;Sizewell;;SI11;UMK-Unpasteurised Milk;2016-08-15;201631510;10;AG-110M;<0.065;0.065;<0.065;0.065;;;Bq/L;;;<;<0.065
13;Trawsfynydd;;TR07;UMK-Unpasteurised Milk;2016-05-15;201629808;10;AG-110M;<0.065;0.065;<0.065;0.065;;;Bq/L;;;<;<0.065
79;Wales;;CANTEEN_MEAL_SOUTH_2;CANTEEN MEAL;2016-12-19;201634130;2;AG-110M;<0.065;0.065;<0.065;0.065;;;Bq/kg;;;<;<0.065
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-07-11;201630480;10;CS-137;<0.065027;0.065027;<0.065027;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-07-11;201630479;10;AG-110M;<0.065032;0.065032;<0.065032;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-10-24;201632552;10;AG-110M;<0.065063;0.065063;<0.065063;0.065;;;Bq/L;;;<;<0.065
28;Devonport;;CROP;GRS - Grass;2016-08-17;201630808;10;RU-103;<0.0651;0.0651;<0.0651;0.065;;;Bq/kg;;;<;<0.065
9;Hinkley;;HP03;UMK-Unpasteurised Milk;2016-08-15;201631652;10;CS-134;<0.0652;0.0652;<0.0652;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-04-25;201629102;10;RU-103;<0.065249;0.065249;<0.065249;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-06-27;201629887;10;AG-110M;<0.065291;0.065291;<0.065291;0.065;;;Bq/L;;;<;<0.065
29;Heysham;;CROP;GRS - Grass;2016-08-23;201630868;10;RU-103;<0.06536;0.06536;<0.06536;0.065;;;Bq/kg;;;<;<0.065
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-02-08;201627847;10;RU-103;<0.065473;0.065473;<0.065473;0.065;;;Bq/L;;;<;<0.065
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-03-14;201628322;10;SB-125;<0.065515;0.065515;<0.065515;0.066;;;Bq/L;;;<;<0.066
14;Wylfa;;WY03;UMK-Unpasteurised Milk;2016-05-15;201629746;10;AG-110M;<0.065565;0.065565;<0.065565;0.066;;;Bq/L;;;<;<0.066
14;Wylfa;;WY02;UMK-Unpasteurised Milk;2016-02-15;201628172;10;CS-137;<0.065614;0.065614;<0.065614;0.066;;;Bq/L;;;<;<0.066
30;Hartlepool;;CROP;WHT - Wheat;2016-09-19;201631594;10;CO-60;<0.065711;0.065711;<0.065711;0.066;;;Bq/kg;;;<;<0.066
14;Wylfa;;WY02;UMK-Unpasteurised Milk;2016-08-15;201631511;10;CS-134;<0.065716;0.065716;<0.065716;0.066;;;Bq/L;;;<;<0.066
9;Hinkley;;HP03;UMK-Unpasteurised Milk;2016-05-15;201629813;10;CS-134;<0.065754;0.065754;<0.065754;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-05-02;201629175;10;AG-110M;<0.065788;0.065788;<0.065788;0.066;;;Bq/L;;;<;<0.066
9;Hinkley;;HP84;UMK-Unpasteurised Milk;2016-04-30;201629306;10;CS-137;<0.065819;0.065819;<0.065819;0.066;;;Bq/L;;;<;<0.066
14;Wylfa;;WY03;UMK-Unpasteurised Milk;2016-02-15;201628173;10;CS-134;<0.065863;0.065863;<0.065863;0.066;;;Bq/L;;;<;<0.066
31;Aldermaston;;AD12;UMK-Unpasteurised Milk;2016-11-15;201634065;10;CO-60;<0.065876;0.065876;<0.065876;0.066;;;Bq/L;;;<;<0.066
29;Heysham;;HE16;UMK-Unpasteurised Milk;2016-05-15;201629719;10;CO-60;<0.065888;0.065888;<0.065888;0.066;;;Bq/L;;;<;<0.066
8;Dungeness;;DU84;UMK-Unpasteurised Milk;2016-08-15;201631513;10;CS-134;<0.06591;0.06591;<0.06591;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-10-24;201632551;10;SE-75;<0.065927;0.065927;<0.065927;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-10-24;201632551;10;RU-103;<0.065947;0.065947;<0.065947;0.066;;;Bq/L;;;<;<0.066
34;Cardiff;;CROP;ARJ - Artichoke Jerusalem;2016-10-11;201632027;10;CS-134;<0.065958;0.065958;<0.065958;0.066;;;Bq/kg;;;<;<0.066
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-02-15;201627920;10;SE-75;<0.066;0.066;<0.066;0.066;;;Bq/L;;;<;<0.066
8;Dungeness;PLZ - Fish;;SOL - Sole (Dover sole);2016-02-07;201627648;2;NB-95;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
89;England;;CANTEEN_MEAL_NORTH;CANTEEN MEAL;2016-02-18;201628014;2;SE-75;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-03-10;201629023;2;AM-241;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-11-04;201633512;2;CO-58;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
1;Sellafield;Ravenglass Estuary;;SAM - Samphire;2016-07-26;201630666;2;CO-60;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
1;Sellafield;Sellafield Distance South;;COC - Common cockle;2016-06-28;201629925;2;AG-110M;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
1;Sellafield;Sellafield Distance South;;COC - Common cockle;2016-07-19;201630219;2;RU-103;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
1;Sellafield;;ANIMAL;WWP - Wild wood pigeon;2016-05-25;201629560;10;AG-110M;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
1;Sellafield;;ANIMAL_DRIGG;LAM - Lamb muscle;2016-10-13;201632572;10;CS-134;<0.066;0.066;<0.066;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-08-15;201630757;10;SE-75;<0.066;0.066;<0.066;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-12-27;201634098;10;NB-95;<0.066;0.066;<0.066;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-02-08;201627839;10;AG-110M;<0.066;0.066;<0.066;0.066;;;Bq/L;;;<;<0.066
21;Springfields;Ribble Estuary;;FLE - Flounder (European);2016-07-15;201630873;2;CO-57;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
56;Thames area;Woolwich Reach;;FLE - Flounder (European);2016-11-03;201633373;2;RU-103;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
13;Trawsfynydd;Traws Lake (Anglers Supplied);;TRB - Rainbow trout;2016-04-28;201630668;2;CO-57;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
79;Wales;;CANTEEN_MEAL_SOUTH_2;CANTEEN MEAL;2016-12-19;201634130;2;SE-75;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
18;Winfrith;Lulworth Banks (M);;CRE - Edible crab;2016-02-14;201627899;2;CS-137;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
18;Winfrith;Weymouth Bay;;PLE - European plaice;2016-01-13;201627483;2;NB-95;<0.066;0.066;<0.066;0.066;;;Bq/kg;;;<;<0.066
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-04-11;201628910;10;RU-103;<0.066058;0.066058;<0.066058;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-03-28;201628445;10;CO-60;<0.066142;0.066142;<0.066142;0.066;;;Bq/L;;;<;<0.066
7;Bradwell;;CROP;CAB - Cabbage;2016-03-10;201628331;10;RU-103;<0.066158;0.066158;<0.066158;0.066;;;Bq/kg;;;<;<0.066
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-12-27;201634092;10;SE-75;<0.066241;0.066241;<0.066241;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-02-08;201627845;10;AG-110M;<0.066241;0.066241;<0.066241;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-06-27;201629891;10;RU-103;<0.066289;0.066289;<0.066289;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;CROP;CAB - Cabbage;2016-08-30;201631013;118S;PU-238;<0.0663;0.000066;<0.0663;0.000066;;;Bq/kg;;;<;<0.000066
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-07-11;201630480;10;NB-95;<0.066344;0.066344;<0.066344;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE23;UMK-Unpasteurised Milk;2016-09-12;201631076;10;NB-95;<0.066375;0.066375;<0.066375;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-04-25;201629099;10;RU-103;<0.066416;0.066416;<0.066416;0.066;;;Bq/L;;;<;<0.066
68;Oldbury & Berkeley;;OB20;UMK-Unpasteurised Milk;2016-08-15;201631508;10;AM-241;<0.066436;0.066436;<0.066436;0.066;;;Bq/L;;;<;<0.066
8;Dungeness;;CROP;WHT - Wheat;2016-10-24;201632534;10;AM-241;<0.066443;0.066443;<0.066443;0.066;;;Bq/kg;;;<;<0.066
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-01-25;201627571;10;NB-95;<0.066452;0.066452;<0.066452;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-08-22;201630849;10;AG-110M;<0.066482;0.066482;<0.066482;0.066;;;Bq/L;;;<;<0.066
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-10-03;201631863;10;ZR-95;<0.066534;0.066534;<0.066534;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;ANIMAL_RAVENGLASS;LLK - Lamb liver & kidney;2016-06-13;201629849;10;SE-75;<0.06656;0.06656;<0.06656;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-05-02;201629175;10;ZR-95;<0.066659;0.066659;<0.066659;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-01-25;201627572;10;NB-95;<0.066664;0.066664;<0.066664;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-11-21;201633818;10;AG-110M;<0.066668;0.066668;<0.066668;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-02-22;201628025;10;AG-110M;<0.066683;0.066683;<0.066683;0.067;;;Bq/L;;;<;<0.067
18;Winfrith;;CROP;GRS - Grass;2016-07-05;201629986;10;CS-134;<0.06670755;0.066708;<0.06670755;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;;ANIMAL;LLK - Lamb liver & kidney;2016-07-26;201630563;10;SE-75;<0.066715;0.066715;<0.066715;0.067;;;Bq/kg;;;<;<0.067
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-12-27;201634094;10;SE-75;<0.066754;0.066754;<0.066754;0.067;;;Bq/L;;;<;<0.067
32;Amersham;;CROP;APE - Apple;2016-08-10;201630718;10;ZR-95;<0.066756;0.066756;<0.066756;0.067;;;Bq/kg;;;<;<0.067
34;Cardiff;;CD02;UMK-Unpasteurised Milk;2016-05-15;201629897;10;SE-75;<0.066808;0.066808;<0.066808;0.067;;;Bq/L;;;<;<0.067
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-06-06;201629636;10;RU-103;<0.066856;0.066856;<0.066856;0.067;;;Bq/L;;;<;<0.067
14;Wylfa;;WY03;UMK-Unpasteurised Milk;2016-02-15;201628173;10;AG-110M;<0.066873;0.066873;<0.066873;0.067;;;Bq/L;;;<;<0.067
31;Aldermaston;;AD11;UMK-Unpasteurised Milk;2016-08-15;201631553;10;CS-134;<0.066992;0.066992;<0.066992;0.067;;;Bq/L;;;<;<0.067
28;Devonport;Lynher Estuary;;SHP - Shrimp/prawn;2016-08-30;201631847;2;CO-60;<0.067;0.067;<0.067;0.067;;;Bq/kg;;;<;<0.067
