SITE;SITE_NAME;STATION_NAME;TRAMP_FARM_NAME;DESCRIPTION;DATE_COLLECTED;LABORATORY_SAMPLE_NUMBER;ANALYSIS;NAME;RESULT_UnitsNotAmendedFrom_mbqTo_bq;RESULT_NO_FLAG_UnitsAmendedForRIFE-AllBq's;Result_SFG;RNF_2SG;ACTUAL_ERROR;PERCENTAGE_ERROR;UNIT;ErrorCorrected;EC_2SF;LOD;ResultString
25;Harwell;;CROP;STB - Strawberries;2016-07-14;201630417;10;EU-155;<0.25236;0.25236;<0.25236;0.25;;;Bq/kg;;;<;<0.25
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-07-11;201630476;10;EU-154;<0.25256;0.25256;<0.25256;0.25;;;Bq/L;;;<;<0.25
31;Aldermaston;;CROP;WHT - Wheat;2016-08-23;201630863;10;CE-144;<0.253;0.253;<0.253;0.25;;;Bq/kg;;;<;<0.25
13;Trawsfynydd;Traws Lake (Anglers Supplied);;TRB - Rainbow trout;2016-07-23;201630669;2;ZR-95;<0.253;0.253;<0.253;0.25;;;Bq/kg;;;<;<0.25
30;Hartlepool;;HA95;UMK-Unpasteurised Milk;2016-08-15;201631563;10;ZR-95;<0.25305;0.25305;<0.25305;0.25;;;Bq/L;;;<;<0.25
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-04-04;201628518;10;RU-106;<0.2533;0.2533;<0.2533;0.25;;;Bq/L;;;<;<0.25
68;Oldbury & Berkeley;;OB21;UMK-Unpasteurised Milk;2016-08-15;201631509;10;EU-154;<0.25377;0.25377;<0.25377;0.25;;;Bq/L;;;<;<0.25
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-01-11;201627441;10;EU-154;<0.25461;0.25461;<0.25461;0.25;;;Bq/L;;;<;<0.25
18;Winfrith;;WN09;UMK-Unpasteurised Milk;2016-05-15;201629908;10;NB-95;<0.25463;0.25463;<0.25463;0.25;;;Bq/L;;;<;<0.25
18;Winfrith;;WN04;UMK-Unpasteurised Milk;2016-02-15;201628452;10;NB-95;<0.25467;0.25467;<0.25467;0.25;;;Bq/L;;;<;<0.25
34;Cardiff;East of New Pipeline;;FLE - Flounder (European);2016-06-15;201629936;2;CE-144;<0.255;0.255;<0.255;0.26;;;Bq/kg;;;<;<0.26
28;Devonport;R. Lynher;;MUS - Blue (edible) mussel;2016-08-19;201630961;2;SB-125;<0.255;0.255;<0.255;0.26;;;Bq/kg;;;<;<0.26
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-07-18;201630483;10;SB-125;<0.255;0.255;<0.255;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-10-05;201632002;2;NB-95;<0.255;0.255;<0.255;0.26;;;Bq/kg;;;<;<0.26
7;Bradwell;;CROP;CAB - Cabbage;2016-03-10;201628331;10;SB-125;<0.25514;0.25514;<0.25514;0.26;;;Bq/kg;;;<;<0.26
68;Oldbury & Berkeley;;OB21;UMK-Unpasteurised Milk;2016-05-15;201629742;10;RU-106;<0.25553;0.25553;<0.25553;0.26;;;Bq/L;;;<;<0.26
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-04-11;201628910;10;CE-144;<0.25562;0.25562;<0.25562;0.26;;;Bq/L;;;<;<0.26
68;Oldbury & Berkeley;;OB21;UMK-Unpasteurised Milk;2016-05-15;201629742;10;EU-154;<0.25577;0.25577;<0.25577;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;W/A Commercial;;COD - Cod;2016-10-10;201633509;2;ZR-95;<0.256;0.256;<0.256;0.26;;;Bq/kg;;;<;<0.26
79;Wales;;CANTEEN_MEAL_SOUTH_2;CANTEEN MEAL;2016-04-30;201630430;2;EU-154;<0.256;0.256;<0.256;0.26;;;Bq/kg;;;<;<0.26
18;Winfrith;Lulworth Ledges;;SCE - Escallop;2016-06-15;201629827;2;CE-144;<0.256;0.256;<0.256;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-01-18;201627505;10;CE-144;<0.25665;0.25665;<0.25665;0.26;;;Bq/L;;;<;<0.26
6;Berkeley;Severn Elvers;;EOE - Elvers/Eels;2016-05-10;201629374;2;NB-95;<0.257;0.257;<0.257;0.26;;;Bq/kg;;;<;<0.26
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-09-19;201631535;10;AM-241;<0.257;0.257;<0.257;0.26;;;Bq/L;;;<;<0.26
9;Hinkley;Stert, Stolford;;USH - Shrimp (unidentified);2016-05-23;201629474;2;SB-124;<0.257;0.257;<0.257;0.26;;;Bq/kg;;;<;<0.26
12;Sizewell;Sizewell Fish;;CRE - Edible crab;2016-06-10;201629659;2;RU-106;<0.257;0.257;<0.257;0.26;;;Bq/kg;;;<;<0.26
13;Trawsfynydd;;CROP;POT - Potato;2016-08-01;201630681;10;CE-144;<0.257;0.257;<0.257;0.26;;;Bq/kg;;;<;<0.26
68;Oldbury & Berkeley;;CROP;POT - Potato;2016-09-15;201631412;10;EU-154;<0.2571;0.2571;<0.2571;0.26;;;Bq/kg;;;<;<0.26
30;Hartlepool;;HA95;UMK-Unpasteurised Milk;2016-02-15;201628394;10;EU-154;<0.25719;0.25719;<0.25719;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-01-11;201627443;10;CE-144;<0.2574;0.2574;<0.2574;0.26;;;Bq/L;;;<;<0.26
18;Winfrith;;WN09;UMK-Unpasteurised Milk;2016-11-15;201634174;10;ZR-95;<0.25782;0.25782;<0.25782;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-01-11;201627445;10;AM-241;<0.258;0.258;<0.258;0.26;;;Bq/L;;;<;<0.26
14;Wylfa;PLZ Offshore;;CRE - Edible crab;2016-04-18;201628945;2;EU-154;<0.258;0.258;<0.258;0.26;;;Bq/kg;;;<;<0.26
68;Oldbury & Berkeley;;OB18;UMK-Unpasteurised Milk;2016-08-15;201631507;10;RU-106;<0.25812;0.25812;<0.25812;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-03-14;201628311;10;CE-144;<0.25888;0.25888;<0.25888;0.26;;;Bq/L;;;<;<0.26
87;Ascot;;CROP;POT - Potato;2016-07-21;201630425;10;EU-154;<0.259;0.259;<0.259;0.26;;;Bq/kg;;;<;<0.26
34;Cardiff;Off Orchard Ledges;;LSD - Lesser spotted dogfish;2016-04-18;201629151;2;CO-58;<0.259;0.259;<0.259;0.26;;;Bq/kg;;;<;<0.26
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-08-19;201631542;2;EU-155;<0.259;0.259;<0.259;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-03-01;201629026;2;CE-144;<0.259;0.259;<0.259;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;ANIMAL;LLK - Lamb liver & kidney;2016-07-26;201630563;031S;PU-241;<0.259;0.259;<0.259;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-10-10;201631955;10;RU-106;<0.25913;0.25913;<0.25913;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-12-12;201633999;10;EU-154;<0.25991;0.25991;<0.25991;0.26;;;Bq/L;;;<;<0.26
34;Cardiff;East of New Pipeline;;FLE - Flounder (European);2016-04-15;201629150;2;SB-124;<0.260;0.26;<0.260;0.26;;;Bq/kg;;;<;<0.26
29;Heysham;;HE17;UMK-Unpasteurised Milk;2016-05-15;201629721;10;CE-144;<0.26011;0.26011;<0.26011;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-07-11;201630476;10;RU-106;<0.26024;0.26024;<0.26024;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-04-11;201628904;10;EU-154;<0.26084;0.26084;<0.26084;0.26;;;Bq/L;;;<;<0.26
68;Oldbury & Berkeley;;OB21;UMK-Unpasteurised Milk;2016-02-15;201628309;10;CE-144;<0.26086;0.26086;<0.26086;0.26;;;Bq/L;;;<;<0.26
6;Berkeley;Guscar;;USH - Shrimp (unidentified);2016-10-12;201632036;2;CE-144;<0.261;0.261;<0.261;0.26;;;Bq/kg;;;<;<0.26
8;Dungeness;PLZ - Fish;;SCE - Escallop;2016-04-15;201630218;2;SB-124;<0.261;0.261;<0.261;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-02-15;201627918;10;EU-154;<0.26104;0.26104;<0.26104;0.26;;;Bq/L;;;<;<0.26
68;Oldbury & Berkeley;;OB20;UMK-Unpasteurised Milk;2016-11-15;201633935;10;EU-155;<0.26152;0.26152;<0.26152;0.26;;;Bq/L;;;<;<0.26
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-08-15;201630761;10;RU-106;<0.26162;0.26162;<0.26162;0.26;;;Bq/L;;;<;<0.26
34;Cardiff;;CD04;UMK-Unpasteurised Milk;2016-11-15;201633988;10;ZR-95;<0.2617;0.2617;<0.2617;0.26;;;Bq/L;;;<;<0.26
14;Wylfa;;WY02;UMK-Unpasteurised Milk;2016-02-15;201628172;10;ZR-95;<0.26171;0.26171;<0.26171;0.26;;;Bq/L;;;<;<0.26
14;Wylfa;;WY02;UMK-Unpasteurised Milk;2016-05-15;201629744;10;EU-154;<0.2619;0.2619;<0.2619;0.26;;;Bq/L;;;<;<0.26
29;Heysham;Morecambe;;USH - Shrimp (unidentified);2016-08-08;201630890;2;SB-125;<0.262;0.262;<0.262;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-11-04;201633512;2;CE-144;<0.262;0.262;<0.262;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-10-10;201632008;2;SB-125;<0.262;0.262;<0.262;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-10-03;201631863;10;RU-106;<0.26292;0.26292;<0.26292;0.26;;;Bq/L;;;<;<0.26
29;Heysham;;ANIMAL;WGN - Widgeon;2016-11-28;201633894;2;EU-154;<0.263;0.263;<0.263;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-10-05;201632002;2;ZN-65;<0.263;0.263;<0.263;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;Parton (N);;LBE - European lobster;2016-07-10;201629825;2;ZN-65;<0.263;0.263;<0.263;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;ANIMAL;LAM - Lamb muscle;2016-07-26;201630560;10;CE-144;<0.263;0.263;<0.263;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;ANIMAL_RAVENGLASS;LLK - Lamb liver & kidney;2016-06-13;201629848;10;AM-241;<0.263;0.263;<0.263;0.26;;;Bq/kg;;;<;<0.26
21;Springfields;Ribble Estuary;;MUS - Blue (edible) mussel;2016-08-15;201633505;2;ZR-95;<0.263;0.263;<0.263;0.26;;;Bq/kg;;;<;<0.26
68;Oldbury & Berkeley;;CROP;BAR - Barley;2016-09-15;201631411;10;CE-144;<0.26326;0.26326;<0.26326;0.26;;;Bq/kg;;;<;<0.26
18;Winfrith;;CROP;GRS - Grass;2016-07-05;201629986;10;NB-95;<0.2636361;0.263636;<0.2636361;0.26;;;Bq/kg;;;<;<0.26
30;Hartlepool;PLZ;;PLE - European plaice;2016-09-15;201631591;2;EU-154;<0.264;0.264;<0.264;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-05-16;201629604;2;ZR-95;<0.264;0.264;<0.264;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-02-16;201628072;2;EU-154;<0.264;0.264;<0.264;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;CROP;MSH - Mushroom;2016-08-15;201630866;10;CE-144;<0.264;0.264;<0.264;0.26;;;Bq/kg;;;<;<0.26
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-06-13;201629701;10;AM-241;<0.264;0.264;<0.264;0.26;;;Bq/L;;;<;<0.26
25;Harwell;;HW06;UMK-Unpasteurised Milk;2016-11-15;201634057;10;EU-154;<0.26428;0.26428;<0.26428;0.26;;;Bq/L;;;<;<0.26
8;Dungeness;;DU84;UMK-Unpasteurised Milk;2016-11-15;201634015;10;CE-144;<0.26448;0.26448;<0.26448;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-04-11;201628906;10;EU-154;<0.26494;0.26494;<0.26494;0.26;;;Bq/L;;;<;<0.26
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-03-21;201628373;10;CE-144;<0.26496;0.26496;<0.26496;0.26;;;Bq/L;;;<;<0.26
68;Oldbury & Berkeley;;OB13;UMK-Unpasteurised Milk;2016-05-15;201629736;10;CE-144;<0.26509;0.26509;<0.26509;0.27;;;Bq/L;;;<;<0.27
32;Amersham;;AM07;UMK-Unpasteurised Milk;2016-02-15;201628438;10;ZR-95;<0.26511;0.26511;<0.26511;0.27;;;Bq/L;;;<;<0.27
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-09-26;201631645;10;CE-144;<0.26511;0.26511;<0.26511;0.27;;;Bq/L;;;<;<0.27
25;Harwell;;CROP;STB - Strawberries;2016-07-14;201630417;10;EU-154;<0.26576;0.26576;<0.26576;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;;SE17;UMK-Unpasteurised Milk;2016-04-04;201628514;10;CE-144;<0.26597;0.26597;<0.26597;0.27;;;Bq/L;;;<;<0.27
8;Dungeness;Sea kale (Power Station);;SKL - Sea kale;2016-06-20;201629826;2;SB-124;<0.266;0.266;<0.266;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;;SE15;UMK-Unpasteurised Milk;2016-03-14;201628311;10;RU-106;<0.26608;0.26608;<0.26608;0.27;;;Bq/L;;;<;<0.27
32;Amersham;;AM07;UMK-Unpasteurised Milk;2016-02-15;201628438;10;NB-95;<0.26644;0.26644;<0.26644;0.27;;;Bq/L;;;<;<0.27
30;Hartlepool;;HA95;UMK-Unpasteurised Milk;2016-11-15;201634171;10;ZR-95;<0.26644;0.26644;<0.26644;0.27;;;Bq/L;;;<;<0.27
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-02-15;201627916;10;RU-106;<0.26665;0.26665;<0.26665;0.27;;;Bq/L;;;<;<0.27
34;Cardiff;;CROP;GRS - Grass;2016-10-11;201632026;10;CE-144;<0.267;0.267;<0.267;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-04-22;201629598;2;NB-95;<0.267;0.267;<0.267;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-01-18;201627507;10;AM-241;<0.267;0.267;<0.267;0.27;;;Bq/L;;;<;<0.27
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-02-27;201629020;2;ZR-95;<0.268;0.268;<0.268;0.27;;;Bq/kg;;;<;<0.27
14;Wylfa;PLZ Offshore;;LBE - European lobster;2016-05-03;201629190;2;EU-154;<0.268;0.268;<0.268;0.27;;;Bq/kg;;;<;<0.27
25;Harwell;;HW07;UMK-Unpasteurised Milk;2016-02-15;201628270;10;NB-95;<0.26832;0.26832;<0.26832;0.27;;;Bq/L;;;<;<0.27
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-07-25;201630441;10;EU-154;<0.26876;0.26876;<0.26876;0.27;;;Bq/L;;;<;<0.27
1;Sellafield;;CROP;GRS - Grass;2016-08-09;201630865;10;EU-155;<0.2688036;0.268804;<0.2688036;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;;RV08;UMK-Unpasteurised Milk;2016-05-10;201629298;10;EU-154;<0.2689;0.2689;<0.2689;0.27;;;Bq/L;;;<;<0.27
6;Berkeley;Severn Elvers;;EOE - Elvers/Eels;2016-05-10;201629374;2;SB-125;<0.269;0.269;<0.269;0.27;;;Bq/kg;;;<;<0.27
8;Dungeness;Sea kale (Power Station);;SKL - Sea kale;2016-06-20;201629826;2;RU-103;<0.269;0.269;<0.269;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-02-27;201629020;2;RU-103;<0.269;0.269;<0.269;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-04-25;201629102;10;RU-106;<0.26906;0.26906;<0.26906;0.27;;;Bq/L;;;<;<0.27
1;Sellafield;;RV03;UMK-Unpasteurised Milk;2016-07-18;201630481;10;ZR-95;<0.26985;0.26985;<0.26985;0.27;;;Bq/L;;;<;<0.27
89;England;;CANTEEN_MEAL_EAST;CANTEEN MEAL;2016-09-19;201631934;2;EU-154;<0.270;0.27;<0.270;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;W/A Commercial;;COD - Cod;2016-10-10;201633509;2;SB-124;<0.270;0.27;<0.270;0.27;;;Bq/kg;;;<;<0.27
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-10-03;201631866;10;AM-241;<0.270;0.27;<0.270;0.27;;;Bq/L;;;<;<0.27
31;Aldermaston;;AD12;UMK-Unpasteurised Milk;2016-11-15;201634065;10;RU-106;<0.27046;0.27046;<0.27046;0.27;;;Bq/L;;;<;<0.27
1;Sellafield;;ANIMAL_DRIGG;EGG - Chicken eggs;2016-06-03;201630385;10;RU-106;<0.27064;0.27064;<0.27064;0.27;;;Bq/kg;;;<;<0.27
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-08-19;201631542;2;SE-75;<0.271;0.271;<0.271;0.27;;;Bq/kg;;;<;<0.27
