Geom;P_ANNOTATION_LBL_ID
"{""type"": ""LineString"", ""coordinates"": [[-123.1274959763696, 49.21455070978053], [-123.1276787768775, 49.21455050786786]]}";__FJ7MCS
"{""type"": ""LineString"", ""coordinates"": [[-123.12824267892692, 49.20990470777503], [-123.1282446539943, 49.209866772439746]]}";__FJ7MCT
"{""type"": ""LineString"", ""coordinates"": [[-123.1400692273652, 49.26728308415924], [-123.14040767760916, 49.26728483221882], [-123.14044369150238, 49.2672510384514]]}";__FJ7MCU
"{""type"": ""LineString"", ""coordinates"": [[-123.06124898889502, 49.26095201445623], [-123.06118621950317, 49.26095113919806]]}";__FJ7MD0
"{""type"": ""LineString"", ""coordinates"": [[-123.0804986683542, 49.25835633193126], [-123.08044801111559, 49.25835636721467]]}";__FJ7MD5
"{""type"": ""LineString"", ""coordinates"": [[-123.07894338081633, 49.26111278214062], [-123.07894333643749, 49.26108495998985]]}";__FJ7MD7
"{""type"": ""LineString"", ""coordinates"": [[-123.08938702900218, 49.252282063741596], [-123.08938698999069, 49.25226045724599]]}";__FJ7MDN
"{""type"": ""LineString"", ""coordinates"": [[-123.06936819217815, 49.25939630904], [-123.06937004918677, 49.25935825818127]]}";__FJ7MDU
"{""type"": ""LineString"", ""coordinates"": [[-123.06736681704554, 49.25987168484975], [-123.06730011949304, 49.25987172371972]]}";__FJ7MDY
"{""type"": ""LineString"", ""coordinates"": [[-123.07525340885172, 49.26272016035427], [-123.07475308852356, 49.26272172647698]]}";__FJ7ME5
"{""type"": ""LineString"", ""coordinates"": [[-123.07081863431951, 49.26198937760172], [-123.07074621367333, 49.261987550965216]]}";__FJ7ME9
"{""type"": ""LineString"", ""coordinates"": [[-123.13219800393756, 49.206210864735404], [-123.13219249211608, 49.206465878713296]]}";__FJ7MEE
"{""type"": ""LineString"", ""coordinates"": [[-123.03309906095396, 49.28918551714438], [-123.03306160054444, 49.289184466438805]]}";__FJ7MEG
"{""type"": ""LineString"", ""coordinates"": [[-123.03036274142416, 49.290281618509226], [-123.030261250576, 49.29021283214057]]}";__FJ7MEQ
"{""type"": ""LineString"", ""coordinates"": [[-123.13047746626933, 49.20309026484489], [-123.13038068596855, 49.20311153108112]]}";__FJ7MEX
"{""type"": ""LineString"", ""coordinates"": [[-123.11526306256364, 49.28223773023311], [-123.11520592534234, 49.282270223822245]]}";__FJ7MF1
"{""type"": ""LineString"", ""coordinates"": [[-123.108526438139, 49.26351037291355], [-123.10847501403589, 49.26350783058498]]}";__FJ7MF5
"{""type"": ""LineString"", ""coordinates"": [[-123.10332377036733, 49.26326262917494], [-123.10326562583771, 49.2632601445087]]}";__FJ7MFE
"{""type"": ""LineString"", ""coordinates"": [[-123.10566080660624, 49.2632752677496], [-123.10541790326987, 49.26327056924933]]}";__FJ7MFH
"{""type"": ""LineString"", ""coordinates"": [[-123.10330174214252, 49.264067962658515], [-123.10331261189421, 49.26393516571993]]}";__FJ7MFL
"{""type"": ""LineString"", ""coordinates"": [[-123.10626097242128, 49.26410609025], [-123.10620076736208, 49.26410468838057]]}";__FJ7MFP
"{""type"": ""LineString"", ""coordinates"": [[-123.10584171933439, 49.26409479929241], [-123.10578374096593, 49.264093404161095]]}";__FJ7MFQ
"{""type"": ""LineString"", ""coordinates"": [[-123.1086342810441, 49.2651082427474], [-123.10851671322199, 49.26510527686726]]}";__FJ7MFZ
"{""type"": ""LineString"", ""coordinates"": [[-123.10627571737167, 49.26509661960472], [-123.10617929998097, 49.26509209371016]]}";__FJ7MG3
"{""type"": ""LineString"", ""coordinates"": [[-123.10914882271778, 49.26596643990736], [-123.10890426048032, 49.26596359431906]]}";__FJ7MGJ
"{""type"": ""LineString"", ""coordinates"": [[-123.11136441329944, 49.267195390964794], [-123.11110102022998, 49.26718948281986]]}";__FJ7MGL
"{""type"": ""LineString"", ""coordinates"": [[-123.10440892565994, 49.267131003379525], [-123.10441000367123, 49.26711423535184]]}";__FJ7MGW
"{""type"": ""LineString"", ""coordinates"": [[-123.10977592869774, 49.26371344666615], [-123.109737636179, 49.26371348304174]]}";__FJ7MH2
"{""type"": ""LineString"", ""coordinates"": [[-123.10920308596803, 49.263355296663775], [-123.10905228445367, 49.26335074359753]]}";__FJ7MH3
"{""type"": ""LineString"", ""coordinates"": [[-123.10983590267128, 49.262793458875905], [-123.10976100961476, 49.262793530047155]]}";__FJ7MH4
"{""type"": ""LineString"", ""coordinates"": [[-123.1088757786889, 49.2624644143977], [-123.10861647917308, 49.262464658450114]]}";__FJ7MH6
"{""type"": ""LineString"", ""coordinates"": [[-123.10406869873711, 49.262688678085894], [-123.10401638777674, 49.262688725191296]]}";__FJ7MH9
"{""type"": ""LineString"", ""coordinates"": [[-123.06679276196988, 49.28427875179626], [-123.06673461652227, 49.28429253001429]]}";__FJ7MHK
"{""type"": ""LineString"", ""coordinates"": [[-123.06585749260304, 49.284394516774626], [-123.06583966690948, 49.284359643655314]]}";__FJ7MHM
"{""type"": ""LineString"", ""coordinates"": [[-123.09824954341693, 49.266248695672665], [-123.09818905022914, 49.26624875609142]]}";__FJ7MHW
"{""type"": ""LineString"", ""coordinates"": [[-123.09364072656801, 49.23399872567139], [-123.09330143643777, 49.23399093145551]]}";__FJ7MI6
"{""type"": ""LineString"", ""coordinates"": [[-123.03007537569442, 49.2663087719605], [-123.02998453191046, 49.266307716147196]]}";__FJ7MI7
"{""type"": ""LineString"", ""coordinates"": [[-123.10751437440095, 49.26180487426667], [-123.10715030322625, 49.26180342242977]]}";__FJ7MID
"{""type"": ""LineString"", ""coordinates"": [[-123.07691107659682, 49.27705452228264], [-123.07684552450081, 49.27705456589643]]}";__FJ7MIE
"{""type"": ""LineString"", ""coordinates"": [[-123.06668110588757, 49.27452708779714], [-123.066605178988, 49.27452812105932]]}";__FJ7MIJ
"{""type"": ""LineString"", ""coordinates"": [[-123.15557793563089, 49.27192266582584], [-123.15546704986599, 49.27192171766226]]}";__FJ7MIK
"{""type"": ""LineString"", ""coordinates"": [[-123.13782962551846, 49.280266207780265], [-123.1376035752822, 49.28011839851359]]}";__FJ7MIO
"{""type"": ""LineString"", ""coordinates"": [[-123.10942060697145, 49.28423217168791], [-123.10936642420924, 49.28422307489046]]}";__FJ7MIV
"{""type"": ""LineString"", ""coordinates"": [[-123.06144725216656, 49.22446208192042], [-123.06141327392127, 49.22446133539203]]}";__FJ7MJ6
"{""type"": ""LineString"", ""coordinates"": [[-123.06071415713872, 49.267414199103705], [-123.06071496056602, 49.267363222891454]]}";__FJ7MJ8
"{""type"": ""LineString"", ""coordinates"": [[-123.03362793620931, 49.23576232501291], [-123.033662762531, 49.235726756656476]]}";__FJ7MJA
"{""type"": ""LineString"", ""coordinates"": [[-123.1464586386304, 49.26675671429767], [-123.14596695133345, 49.26675306377967], [-123.14596237679122, 49.26667476631535], [-123.14645841530452, 49.26668126281665]]}";__FJ7MJF
"{""type"": ""LineString"", ""coordinates"": [[-123.11977227274421, 49.25499409031334], [-123.11971473294838, 49.25499364621658]]}";__FJ7MJG
"{""type"": ""LineString"", ""coordinates"": [[-123.07282854353389, 49.213014322909466], [-123.0728318928088, 49.212798685846685]]}";__FJ7MJJ
"{""type"": ""LineString"", ""coordinates"": [[-123.10156962146799, 49.2559140618197], [-123.10157166058406, 49.25584963627665]]}";__FJ7MJT
"{""type"": ""LineString"", ""coordinates"": [[-123.08266163882519, 49.27024811048135], [-123.0823218063453, 49.27019486767237]]}";__FJ7MJU
"{""type"": ""LineString"", ""coordinates"": [[-123.1387106562313, 49.27526777930808], [-123.13825639323393, 49.274104750908016], [-123.13728364363088, 49.274143978392665], [-123.13770275976258, 49.27559891039562]]}";__FJ7MJY
"{""type"": ""LineString"", ""coordinates"": [[-123.16174019999583, 49.23638019187462], [-123.16175672063557, 49.23585280410616]]}";__FJ7MK0
"{""type"": ""LineString"", ""coordinates"": [[-123.11588954953953, 49.2822221986069], [-123.11589219917549, 49.28222045988028], [-123.11637747866394, 49.281914172097764], [-123.11607681952327, 49.28167644411409], [-123.11534766470115, 49.28218451129952], [-123.11566950346084, 49.28238921665574], [-123.11572781254458, 49.28234050336008]]}";__FJ7MK3
"{""type"": ""LineString"", ""coordinates"": [[-123.08090942485126, 49.28366658538917], [-123.08015865412612, 49.283660362253634], [-123.08016358142396, 49.28474900861553], [-123.0809108491875, 49.28475562096607], [-123.08091809617721, 49.28475591273217], [-123.08153756428277, 49.28476087438437], [-123.0815377502285, 49.283214118247976], [-123.08105994325177, 49.28321895200281], [-123.08037916102741, 49.28329355679465]]}";__FJ7MK6
"{""type"": ""LineString"", ""coordinates"": [[-123.10206645777885, 49.280997939567584], [-123.10197353286847, 49.280994981240276]]}";__FJ7MK7
"{""type"": ""LineString"", ""coordinates"": [[-123.06641210114697, 49.2334378169348], [-123.0661433325782, 49.233433959251116]]}";__FJ7MK8
"{""type"": ""LineString"", ""coordinates"": [[-123.09149443734243, 49.26118260167243], [-123.09147716106528, 49.26118996443796], [-123.09152991026677, 49.26118992266222], [-123.09151263399238, 49.26119728543303]]}";__FLJHPM
"{""type"": ""LineString"", ""coordinates"": [[-123.1637651982454, 49.263745093303015], [-123.1637824646302, 49.263737719742984], [-123.1636568802338, 49.26373789769457], [-123.16367414663227, 49.26373052415071]]}";__FLJKE3
"{""type"": ""LineString"", ""coordinates"": [[-123.19911763850118, 49.26304544773473], [-123.19913509257601, 49.26303826645967], [-123.19907358359279, 49.263037652838015], [-123.19909103770748, 49.263030480564744]]}";__FLJKOM
"{""type"": ""LineString"", ""coordinates"": [[-123.13191092517607, 49.26097666605747], [-123.1319224037277, 49.260987878975556], [-123.1319208348903, 49.26091492960265], [-123.1317198193434, 49.260910661338876], [-123.13173746163677, 49.26090367893086]]}";__FM61Q9
"{""type"": ""LineString"", ""coordinates"": [[-123.0569694149583, 49.262560460031835], [-123.05698065709743, 49.26257177045726], [-123.05698049147036, 49.26242791920308], [-123.0569917335819, 49.26243922962769]]}";__FM620J
"{""type"": ""LineString"", ""coordinates"": [[-123.16188981661605, 49.231262338539096], [-123.16190707196927, 49.231254965229176], [-123.1618458112555, 49.23125505107243], [-123.16186306661274, 49.2312476777691]]}";__FNEQSP
"{""type"": ""LineString"", ""coordinates"": [[-123.147342380491, 49.27039492282338], [-123.14735981711341, 49.270387722419365], [-123.14728273858962, 49.2703871010798], [-123.14730017519119, 49.270379891689586]]}";__FNHOR4
"{""type"": ""LineString"", ""coordinates"": [[-123.08746601864529, 49.279953717785595], [-123.08748363263803, 49.279946688211226], [-123.08743863016772, 49.27994585873661], [-123.08744278644659, 49.27986259620768], [-123.08748580968401, 49.27986383196231], [-123.08746804416258, 49.27987068174822]]}";__FNHSSA
"{""type"": ""LineString"", ""coordinates"": [[-123.09901674413337, 49.240190978688496], [-123.0990342322255, 49.24018383946634], [-123.0989379393916, 49.24018266263873], [-123.09895542749219, 49.24017552342849]]}";__FNI1R3
"{""type"": ""LineString"", ""coordinates"": [[-123.11150892257498, 49.28282714391407], [-123.11152916833957, 49.282829723980925], [-123.11145956310263, 49.28278572377353], [-123.1114798088477, 49.28278830384907]]}";__FNI5BH
"{""type"": ""LineString"", ""coordinates"": [[-123.11964069727598, 49.26069380213747], [-123.11965828607217, 49.260686758663], [-123.11958237582104, 49.26068544299709], [-123.11959996460082, 49.260678390536285]]}";__FNJH72
"{""type"": ""LineString"", ""coordinates"": [[-123.14575766798326, 49.27007261992166], [-123.14574014846839, 49.27007972124164], [-123.14611361293741, 49.270084934540336], [-123.14609607972302, 49.27009203593162]]}";__FNJH7P
"{""type"": ""LineString"", ""coordinates"": [[-123.17744477319103, 49.26445535027977], [-123.17746203777956, 49.26444797467846], [-123.17736950788044, 49.26444811676017], [-123.17738677247769, 49.264440741170084]]}";__FNJQAV
"{""type"": ""LineString"", ""coordinates"": [[-123.10466364336277, 49.280300954576866], [-123.10467057237757, 49.28031365848956], [-123.10468716722876, 49.280267947942654], [-123.1046941099942, 49.28028065184154]]}";__FNY6ZQ
"{""type"": ""LineString"", ""coordinates"": [[-123.08967475368193, 49.259142826122236], [-123.08966382072482, 49.25913139269725], [-123.08966306284287, 49.259160636720615], [-123.08965212986823, 49.25914919429936]]}";__FPCC6K
"{""type"": ""LineString"", ""coordinates"": [[-123.10311641329709, 49.25386542467505], [-123.10313245183247, 49.2538596534178], [-123.10306763115211, 49.25385962130981], [-123.1030850546063, 49.253852400593054]]}";__FPL4E1
"{""type"": ""LineString"", ""coordinates"": [[-123.08161368822554, 49.282895311630966], [-123.08122045069517, 49.28294442350552]]}";__FRMOQJ
"{""type"": ""LineString"", ""coordinates"": [[-123.10079853866027, 49.245152929438795], [-123.10079935472007, 49.24510834834379]]}";__FTCS7P
"{""type"": ""LineString"", ""coordinates"": [[-123.16700280243082, 49.26977067314265], [-123.16695138994656, 49.26977032466622]]}";__FUAWIB
"{""type"": ""LineString"", ""coordinates"": [[-123.03108293009575, 49.26128386552665], [-123.03096233535193, 49.26131961787567]]}";__FUCCJS
"{""type"": ""LineString"", ""coordinates"": [[-123.0569284658443, 49.24875471142186], [-123.05674797989995, 49.248678826522905]]}";__G2G2N4
"{""type"": ""LineString"", ""coordinates"": [[-123.03057061176519, 49.23780887333412], [-123.0305084324617, 49.2378699944655], [-123.03036268293843, 49.23781106903797]]}";__G2G2TR
"{""type"": ""LineString"", ""coordinates"": [[-123.14067557359641, 49.270391214397655], [-123.1403209963005, 49.27009561360778], [-123.1404609028748, 49.26995358934933]]}";__G301I5
"{""type"": ""LineString"", ""coordinates"": [[-123.14039397275033, 49.26940169834696], [-123.1403014841206, 49.269400299496475]]}";__G301I7
"{""type"": ""LineString"", ""coordinates"": [[-123.14773592643138, 49.2664900175284], [-123.14595420188552, 49.26646630380908]]}";__G301LG
"{""type"": ""LineString"", ""coordinates"": [[-123.15007829502451, 49.26652975296606], [-123.14833826756377, 49.266500129983406]]}";__G301MV
"{""type"": ""LineString"", ""coordinates"": [[-123.1525954579181, 49.2588056694717], [-123.15252431929615, 49.25880458503233]]}";__G301PF
"{""type"": ""LineString"", ""coordinates"": [[-123.15261236411837, 49.25838286298324], [-123.15253607140865, 49.258381452536106]]}";__G301PG
"{""type"": ""LineString"", ""coordinates"": [[-123.1526658819997, 49.25746116030596], [-123.15257590370548, 49.257460055815145]]}";__G301PI
"{""type"": ""LineString"", ""coordinates"": [[-123.14544024853379, 49.21037640331776], [-123.14522307771557, 49.20995262052681]]}";__G301QI
"{""type"": ""LineString"", ""coordinates"": [[-123.14473466478994, 49.208986815298616], [-123.14465151382349, 49.20881559509996]]}";__G301QK
"{""type"": ""LineString"", ""coordinates"": [[-123.13289606309658, 49.202592540866306], [-123.13228319804443, 49.20261627236752]]}";__G301QW
"{""type"": ""LineString"", ""coordinates"": [[-123.13314830450665, 49.269023364661805], [-123.1335789075236, 49.26909670024118]]}";__G30SBF
"{""type"": ""LineString"", ""coordinates"": [[-123.0763466866096, 49.27703268746108], [-123.07624447849571, 49.27703082098325]]}";__G45RMQ
"{""type"": ""LineString"", ""coordinates"": [[-123.14059728289568, 49.29793231538929], [-123.14008250601668, 49.29652503685879]]}";__G60PFR
"{""type"": ""LineString"", ""coordinates"": [[-123.13145296696256, 49.202743307383614], [-123.1313735482701, 49.20284556638562]]}";__GAABSM
"{""type"": ""LineString"", ""coordinates"": [[-123.10257632027113, 49.207082874620006], [-123.10234205414339, 49.207098419401596]]}";__GAABSO
"{""type"": ""LineString"", ""coordinates"": [[-123.10156240427882, 49.207167183951306], [-123.1013625551189, 49.20718230968093]]}";__GAABSP
"{""type"": ""LineString"", ""coordinates"": [[-123.09585256509823, 49.207635069128735], [-123.0956723789031, 49.207646453636194]]}";__GAABSV
"{""type"": ""LineString"", ""coordinates"": [[-123.09500891949646, 49.2077106699494], [-123.09483445786665, 49.20772204844066]]}";__GAABSW
"{""type"": ""LineString"", ""coordinates"": [[-123.09416754349725, 49.20778265564394], [-123.09401488370895, 49.20779424899849]]}";__GAABSX
"{""type"": ""LineString"", ""coordinates"": [[-123.06876259475047, 49.20809981076355], [-123.06858433643453, 49.208051603034406]]}";__GAABT3
"{""type"": ""LineString"", ""coordinates"": [[-123.06426926125302, 49.206846295673685], [-123.06413160712644, 49.206807971276966]]}";__GAABT6
"{""type"": ""LineString"", ""coordinates"": [[-123.06196132588487, 49.20619735895799], [-123.06181566420625, 49.20616418140106]]}";__GAABTA
"{""type"": ""LineString"", ""coordinates"": [[-123.0614001356393, 49.20608472271598], [-123.06127730793479, 49.20606468345989]]}";__GAABTB
"{""type"": ""LineString"", ""coordinates"": [[-123.06086879671389, 49.2059854800027], [-123.06072068134985, 49.20596546247299]]}";__GAABTC
"{""type"": ""LineString"", ""coordinates"": [[-123.05520785308148, 49.205720129760124], [-123.05503399402345, 49.20573206852707]]}";__GAABTH
"{""type"": ""LineString"", ""coordinates"": [[-123.04790992152599, 49.20631321783088], [-123.04773265531041, 49.206326613252244]]}";__GAABTN
"{""type"": ""LineString"", ""coordinates"": [[-123.04523049397213, 49.20653376531108], [-123.0450850609369, 49.2065445355636]]}";__GAABTP
"{""type"": ""LineString"", ""coordinates"": [[-123.1247842657126, 49.2340929499676], [-123.12534280060373, 49.234113798981596]]}";__GH8EKB
"{""type"": ""LineString"", ""coordinates"": [[-123.14182566684437, 49.24154242666961], [-123.14121016624141, 49.24153688397402]]}";__FJ7JD4
"{""type"": ""LineString"", ""coordinates"": [[-123.10084109625099, 49.24418448324833], [-123.10084188670425, 49.24423530564238]]}";__FJ7JDC
"{""type"": ""LineString"", ""coordinates"": [[-123.10318878074865, 49.24238792323662], [-123.1031894011479, 49.24235598958374]]}";__FJ7JDH
"{""type"": ""LineString"", ""coordinates"": [[-123.09914084765391, 49.243838765688444], [-123.09913682226045, 49.24388689365847]]}";__FJ7JDI
"{""type"": ""LineString"", ""coordinates"": [[-123.09110786479646, 49.243218969617544], [-123.09102611811058, 49.24321904305095]]}";__FJ7JDN
"{""type"": ""LineString"", ""coordinates"": [[-123.16825168795222, 49.249755334550734], [-123.16806275314259, 49.24975560954606]]}";__FJ7JDW
"{""type"": ""LineString"", ""coordinates"": [[-123.17421028654034, 49.24874525294679], [-123.17410585928152, 49.248745410366]]}";__FJ7JDY
"{""type"": ""LineString"", ""coordinates"": [[-123.1736921400538, 49.24928801385526], [-123.17354648877888, 49.24929183083075]]}";__FJ7JDZ
"{""type"": ""LineString"", ""coordinates"": [[-123.17343261126628, 49.24738679336057], [-123.17332887232786, 49.24738650827877]]}";__FJ7JE1
"{""type"": ""LineString"", ""coordinates"": [[-123.16524610631244, 49.25801190041804], [-123.16511210898929, 49.25801119246729]]}";__FJ7JE8
"{""type"": ""LineString"", ""coordinates"": [[-123.1662301614887, 49.258027129942505], [-123.16595048065805, 49.25802438367135]]}";__FJ7JE9
"{""type"": ""LineString"", ""coordinates"": [[-123.15284390328011, 49.25852338602214], [-123.15273052225677, 49.25852354495291]]}";__FJ7JEK
"{""type"": ""LineString"", ""coordinates"": [[-123.15200313938847, 49.256631910377294], [-123.15199603945408, 49.25678124035593]]}";__FJ7JEN
"{""type"": ""LineString"", ""coordinates"": [[-123.14810640254713, 49.25753294904927], [-123.14770440300475, 49.25752671725895]]}";__FJ7JEO
"{""type"": ""LineString"", ""coordinates"": [[-123.14935022984935, 49.25080829126757], [-123.14928130692542, 49.25096399779036]]}";__FJ7JER
"{""type"": ""LineString"", ""coordinates"": [[-123.13600664598843, 49.25856576974479], [-123.13583072835132, 49.25856417765176]]}";__FJ7JEU
"{""type"": ""LineString"", ""coordinates"": [[-123.13539191439348, 49.25916467353483], [-123.13517545817295, 49.259160438372156]]}";__FJ7JEW
"{""type"": ""LineString"", ""coordinates"": [[-123.13362386331907, 49.25943256744012], [-123.13339364888331, 49.259428335855]]}";__FJ7JF1
"{""type"": ""LineString"", ""coordinates"": [[-123.13431286609209, 49.2600915584341], [-123.13409364341736, 49.26008731546493]]}";__FJ7JF8
"{""type"": ""LineString"", ""coordinates"": [[-123.13422600783409, 49.26225095081439], [-123.13401158731409, 49.262247160865044]]}";__FJ7JFB
"{""type"": ""LineString"", ""coordinates"": [[-123.13588924484243, 49.2613265298073], [-123.1358853315889, 49.26140299370269]]}";__FJ7JFC
"{""type"": ""LineString"", ""coordinates"": [[-123.13490092214327, 49.26102680715844], [-123.13409961924258, 49.261019662264104]]}";__FJ7JFE
"{""type"": ""LineString"", ""coordinates"": [[-123.13552633916261, 49.261057108721566], [-123.13531606797919, 49.26105600589483]]}";__FJ7JFF
"{""type"": ""LineString"", ""coordinates"": [[-123.13790978544152, 49.259199007707046], [-123.13777921606263, 49.259196464920784]]}";__FJ7JFG
"{""type"": ""LineString"", ""coordinates"": [[-123.13823955190209, 49.259177025101785], [-123.13823429566685, 49.25925843808121]]}";__FJ7JFI
"{""type"": ""LineString"", ""coordinates"": [[-123.13658495843468, 49.25920734586897], [-123.13658811997395, 49.25910794501207], [-123.13729729694134, 49.25911968875618]]}";__FJ7JFK
"{""type"": ""LineString"", ""coordinates"": [[-123.1382597961735, 49.25855228319789], [-123.13825383410753, 49.25863189798865]]}";__FJ7JFM
"{""type"": ""LineString"", ""coordinates"": [[-123.138156082278, 49.26149878033587], [-123.13815423662699, 49.26157614135558]]}";__FJ7JFO
"{""type"": ""LineString"", ""coordinates"": [[-123.13820216077146, 49.26053713710775], [-123.13819895836188, 49.26061584904587]]}";__FJ7JFQ
"{""type"": ""LineString"", ""coordinates"": [[-123.13681394630414, 49.26049832882177], [-123.13652050680386, 49.26049462807687]]}";__FJ7JFU
"{""type"": ""LineString"", ""coordinates"": [[-123.1375055511882, 49.26011431173502], [-123.13692624692644, 49.26010600451588]]}";__FJ7JFW
"{""type"": ""LineString"", ""coordinates"": [[-123.1365969422836, 49.26227468998103], [-123.1363852703051, 49.26227089219204]]}";__FJ7JFY
"{""type"": ""LineString"", ""coordinates"": [[-123.13779831728765, 49.26207849912751], [-123.13760657758377, 49.26207557932315]]}";__FJ7JFZ
"{""type"": ""LineString"", ""coordinates"": [[-123.1380970885456, 49.262753232878346], [-123.13809254534247, 49.26284903728225]]}";__FJ7JG0
"{""type"": ""LineString"", ""coordinates"": [[-123.1428818474619, 49.25958061467389], [-123.14204139629618, 49.25956815815168]]}";__FJ7JG1
"{""type"": ""LineString"", ""coordinates"": [[-123.14235038302392, 49.261146887493176], [-123.14221981216593, 49.261145699007976]]}";__FJ7JG7
"{""type"": ""LineString"", ""coordinates"": [[-123.13909578419788, 49.26184891584154], [-123.13909395011643, 49.26192987494217]]}";__FJ7JGF
"{""type"": ""LineString"", ""coordinates"": [[-123.14037383810951, 49.26203805061633], [-123.14025975791232, 49.26203683987919]]}";__FJ7JGG
"{""type"": ""LineString"", ""coordinates"": [[-123.14045915588858, 49.26135790900227], [-123.14028735265836, 49.26135676845124]]}";__FJ7JGK
"{""type"": ""LineString"", ""coordinates"": [[-123.13912546088723, 49.26092597145387], [-123.13912020482842, 49.26101188205485]]}";__FJ7JGO
"{""type"": ""LineString"", ""coordinates"": [[-123.13965408794016, 49.259536472827435], [-123.13950153060658, 49.25953485808415]]}";__FJ7JGR
"{""type"": ""LineString"", ""coordinates"": [[-123.1392014930766, 49.25962652138319], [-123.1391955980039, 49.25972457631547]]}";__FJ7JGU
"{""type"": ""LineString"", ""coordinates"": [[-123.13919222389427, 49.25926762350712], [-123.13918900686417, 49.259345435986745]]}";__FJ7JGW
"{""type"": ""LineString"", ""coordinates"": [[-123.13970968401797, 49.25831080757451], [-123.13955712792435, 49.258308293382385]]}";__FJ7JH3
"{""type"": ""LineString"", ""coordinates"": [[-123.13922060801444, 49.25813059409584], [-123.13921530180724, 49.258198514371365]]}";__FJ7JH4
"{""type"": ""LineString"", ""coordinates"": [[-123.14058408689371, 49.25771379584357], [-123.14036901724047, 49.25771180853349]]}";__FJ7JH7
"{""type"": ""LineString"", ""coordinates"": [[-123.13927431753801, 49.25720312250111], [-123.13926602611181, 49.2574262138887]]}";__FJ7JH9
"{""type"": ""LineString"", ""coordinates"": [[-123.12731524095281, 49.27596075346518], [-123.12723976902619, 49.276010759889395]]}";__FJ7JHL
"{""type"": ""LineString"", ""coordinates"": [[-123.12679785926831, 49.27630357126483], [-123.1267258072745, 49.276352674078446]]}";__FJ7JHM
"{""type"": ""LineString"", ""coordinates"": [[-123.12516206051629, 49.276112407975035], [-123.12501590067855, 49.2762088147062]]}";__FJ7JHP
"{""type"": ""LineString"", ""coordinates"": [[-123.12636394145171, 49.27489945697617], [-123.12628914496672, 49.27494991180968]]}";__FJ7JHV
"{""type"": ""LineString"", ""coordinates"": [[-123.12799624090731, 49.27641381730439], [-123.12792968318023, 49.2764552688729]]}";__FJ7JI6
"{""type"": ""LineString"", ""coordinates"": [[-123.13152702052463, 49.27038449490294], [-123.13136584412842, 49.27025558819327]]}";__FJ7JI8
"{""type"": ""LineString"", ""coordinates"": [[-123.13200984280626, 49.27076713965097], [-123.13184934765978, 49.27063689256104]]}";__FJ7JI9
"{""type"": ""LineString"", ""coordinates"": [[-123.1245722711629, 49.26370432401967], [-123.12447605887272, 49.26370442771258]]}";__FJ7JIF
"{""type"": ""LineString"", ""coordinates"": [[-123.12548992696932, 49.27717527441246], [-123.12529846905187, 49.27730097401674]]}";__FJ7JIU
"{""type"": ""LineString"", ""coordinates"": [[-123.12519553257346, 49.27737079827928], [-123.12515229563812, 49.277398730192125]]}";__FJ7JIV
"{""type"": ""LineString"", ""coordinates"": [[-123.12305878177014, 49.27836213217558], [-123.1230128008523, 49.278393214519014]]}";__FJ7JIX
"{""type"": ""LineString"", ""coordinates"": [[-123.12285804160472, 49.2789065543725], [-123.12281342600545, 49.27893403710868]]}";__FJ7JIZ
"{""type"": ""LineString"", ""coordinates"": [[-123.1230090293812, 49.27880609744759], [-123.12296098681519, 49.278837631721736]]}";__FJ7JJ0
"{""type"": ""LineString"", ""coordinates"": [[-123.12366855397026, 49.27836866832036], [-123.12362257118177, 49.27839885139013]]}";__FJ7JJ3
"{""type"": ""LineString"", ""coordinates"": [[-123.12634567447579, 49.27660719538852], [-123.12630381367784, 49.276635126231604]]}";__FJ7JJ5
"{""type"": ""LineString"", ""coordinates"": [[-123.12703900302503, 49.27704810783621], [-123.12682697080841, 49.27719091445314]]}";__FJ7JJ8
"{""type"": ""LineString"", ""coordinates"": [[-123.12597605820541, 49.277758982716314], [-123.12590400442231, 49.27780853476541]]}";__FJ7JJE
"{""type"": ""LineString"", ""coordinates"": [[-123.12641387844077, 49.277467510324485], [-123.12634046095495, 49.27751570586747]]}";__FJ7JJF
"{""type"": ""LineString"", ""coordinates"": [[-123.12711475196504, 49.278688728220665], [-123.12696723066674, 49.278786488151034]]}";__FJ7JJJ
"{""type"": ""LineString"", ""coordinates"": [[-123.12794291596508, 49.27940787858991], [-123.12808496067143, 49.27931372156821]]}";__FJ7JJQ
"{""type"": ""LineString"", ""coordinates"": [[-123.12457471593507, 49.27869511062043], [-123.12443401839214, 49.278785663811796]]}";__FJ7JJV
"{""type"": ""LineString"", ""coordinates"": [[-123.12268809196128, 49.28048627983423], [-123.12234218870768, 49.28072052126781]]}";__FJ7JK1
"{""type"": ""LineString"", ""coordinates"": [[-123.12322955751067, 49.27957179325911], [-123.12301130936139, 49.27971729798892]]}";__FJ7JK3
"{""type"": ""LineString"", ""coordinates"": [[-123.12293376610947, 49.279767753529285], [-123.12278827044585, 49.27986641446113]]}";__FJ7JK4
"{""type"": ""LineString"", ""coordinates"": [[-123.11155219870203, 49.267649458435095], [-123.11128364901127, 49.26772932491502]]}";__FJ7JKF
"{""type"": ""LineString"", ""coordinates"": [[-123.11331027609323, 49.266771606169364], [-123.11302394064386, 49.266872632871774]]}";__FJ7JKJ
