Geom;P_ANNOTATION_LBL_ID
"{""type"": ""LineString"", ""coordinates"": [[-123.16246473691564, 49.229830061607316], [-123.16246206656538, 49.22985345304358]]}";__FJ7LIY
"{""type"": ""LineString"", ""coordinates"": [[-123.16245524857881, 49.23007385553738], [-123.16245678285043, 49.23012287755452]]}";__FJ7LJ0
"{""type"": ""LineString"", ""coordinates"": [[-123.15964200443226, 49.22979581207066], [-123.15963942404707, 49.229847538391255]]}";__FJ7LJ4
"{""type"": ""LineString"", ""coordinates"": [[-123.15817448337569, 49.23024986964832], [-123.15807421704822, 49.23025045665638]]}";__FJ7LJ6
"{""type"": ""LineString"", ""coordinates"": [[-123.15800896715325, 49.23024829710877], [-123.157903198131, 49.23024620191187]]}";__FJ7LJ7
"{""type"": ""LineString"", ""coordinates"": [[-123.15618079649825, 49.230045727256666], [-123.15616854695213, 49.23050402536683]]}";__FJ7LJA
"{""type"": ""LineString"", ""coordinates"": [[-123.15620674917798, 49.22914166835307], [-123.15620112379895, 49.22931348547138]]}";__FJ7LJL
"{""type"": ""LineString"", ""coordinates"": [[-123.15718662315182, 49.227817108933664], [-123.15704446824148, 49.227816852513826]]}";__FJ7LJT
"{""type"": ""LineString"", ""coordinates"": [[-123.15960897458505, 49.22641990801094], [-123.15960711291673, 49.226481528161784]]}";__FJ7LJY
"{""type"": ""LineString"", ""coordinates"": [[-123.14742747592177, 49.23877468327456], [-123.14735878618048, 49.238774321150146]]}";__FJ7LK7
"{""type"": ""LineString"", ""coordinates"": [[-123.15136616423221, 49.24035630618506], [-123.15136567388681, 49.24042062282671]]}";__FJ7LKE
"{""type"": ""LineString"", ""coordinates"": [[-123.1515737325162, 49.234178519432895], [-123.15136424139646, 49.23417520500381]]}";__FJ7LKJ
"{""type"": ""LineString"", ""coordinates"": [[-123.15114034626536, 49.234178196723555], [-123.15075158687716, 49.2341724080131]]}";__FJ7LKK
"{""type"": ""LineString"", ""coordinates"": [[-123.15057751839713, 49.23385151344073], [-123.15048342191791, 49.233850736527]]}";__FJ7LKL
"{""type"": ""LineString"", ""coordinates"": [[-123.15010782651626, 49.22740792956061], [-123.15003503352145, 49.227408024126994]]}";__FJ7LKV
"{""type"": ""LineString"", ""coordinates"": [[-123.1525032156301, 49.23116836476276], [-123.15243933973014, 49.23116665901358]]}";__FJ7LKX
"{""type"": ""LineString"", ""coordinates"": [[-123.14616718928687, 49.225752537792744], [-123.14616599013823, 49.2258069606765]]}";__FJ7LL4
"{""type"": ""LineString"", ""coordinates"": [[-123.14617324656213, 49.22548267210507], [-123.1461720310386, 49.22553619548541]]}";__FJ7LL6
"{""type"": ""LineString"", ""coordinates"": [[-123.14618339476189, 49.225202906432635], [-123.14617738829956, 49.22526183303915]]}";__FJ7LL7
"{""type"": ""LineString"", ""coordinates"": [[-123.14706930714338, 49.225675814559835], [-123.14706739253198, 49.225724841204475]]}";__FJ7LLC
"{""type"": ""LineString"", ""coordinates"": [[-123.1470643327605, 49.22585077884099], [-123.14706311285212, 49.225902503179775]]}";__FJ7LLD
"{""type"": ""LineString"", ""coordinates"": [[-123.14753156310478, 49.22548452544714], [-123.14752833313386, 49.22555289360651]]}";__FJ7LLL
"{""type"": ""LineString"", ""coordinates"": [[-123.14710831050154, 49.22449558569269], [-123.14710705996127, 49.2245369655236]]}";__FJ7LLM
"{""type"": ""LineString"", ""coordinates"": [[-123.14710546356987, 49.22468853784026], [-123.14710491344584, 49.2247299167778]]}";__FJ7LLO
"{""type"": ""LineString"", ""coordinates"": [[-123.14933038842312, 49.21977193427599], [-123.14917933598225, 49.21977348773723]]}";__FJ7LLW
"{""type"": ""LineString"", ""coordinates"": [[-123.14306649127826, 49.22661823805562], [-123.14300261244625, 49.226613369754446]]}";__FJ7LM4
"{""type"": ""LineString"", ""coordinates"": [[-123.14069785172894, 49.221090027796855], [-123.14068189157962, 49.221505179124925]]}";__FJ7LMA
"{""type"": ""LineString"", ""coordinates"": [[-123.178002672706, 49.223104124411144], [-123.17799917546, 49.22327369070174]]}";__FJ7LME
"{""type"": ""LineString"", ""coordinates"": [[-123.17772815688976, 49.23040289352704], [-123.17772522724991, 49.23053962601493]]}";__FJ7LMF
"{""type"": ""LineString"", ""coordinates"": [[-123.1356492429806, 49.20816048847278], [-123.13564217072708, 49.20833050783515]]}";__FJ7LMR
"{""type"": ""LineString"", ""coordinates"": [[-123.13512438666844, 49.20801405758887], [-123.13512043730339, 49.20807118232782]]}";__FJ7LMT
"{""type"": ""LineString"", ""coordinates"": [[-123.13420267253457, 49.20758655135823], [-123.13419874405119, 49.20765177181076]]}";__FJ7LMU
"{""type"": ""LineString"", ""coordinates"": [[-123.13552753216663, 49.20882314371531], [-123.13502366030055, 49.208817464103724]]}";__FJ7LMV
"{""type"": ""LineString"", ""coordinates"": [[-123.1311003513902, 49.20876002410793], [-123.1310241533738, 49.2087601105675]]}";__FJ7LN4
"{""type"": ""LineString"", ""coordinates"": [[-123.13218464549814, 49.207117138136624], [-123.13218207649929, 49.20717830908633]]}";__FJ7LN6
"{""type"": ""LineString"", ""coordinates"": [[-123.13142216646993, 49.20819970138349], [-123.13134390755027, 49.208198890869724]]}";__FJ7LN9
"{""type"": ""LineString"", ""coordinates"": [[-123.13120739569727, 49.20746144086964], [-123.13120114645031, 49.207693976339634]]}";__FJ7LNB
"{""type"": ""LineString"", ""coordinates"": [[-123.1307876275851, 49.20628941609513], [-123.13078433538763, 49.206342492073894]]}";__FJ7LND
"{""type"": ""LineString"", ""coordinates"": [[-123.13275855142166, 49.20738677057173], [-123.13274958291248, 49.207626505491874]]}";__FJ7LO1
"{""type"": ""LineString"", ""coordinates"": [[-123.13265984598623, 49.207188996475324], [-123.1325987546244, 49.20718996615278]]}";__FJ7LO2
"{""type"": ""LineString"", ""coordinates"": [[-123.13278255501665, 49.20611211850249], [-123.13277880614797, 49.20625020062254]]}";__FJ7LO4
"{""type"": ""LineString"", ""coordinates"": [[-123.1327873125468, 49.20584316263569], [-123.13278358102777, 49.20598258504174]]}";__FJ7LO5
"{""type"": ""LineString"", ""coordinates"": [[-123.1328020872598, 49.201153481298014], [-123.13272796004958, 49.2011535754994]]}";__FJ7LO8
"{""type"": ""LineString"", ""coordinates"": [[-123.12884905939887, 49.22701218756097], [-123.1288539359395, 49.22678010429787]]}";__FJ7LOG
"{""type"": ""LineString"", ""coordinates"": [[-123.11370616744048, 49.24019297138734], [-123.11334061138243, 49.24042182776204]]}";__FJ7LOK
"{""type"": ""LineString"", ""coordinates"": [[-123.11560100859168, 49.232698309391104], [-123.11558039922208, 49.23328480260256]]}";__FJ7LOM
"{""type"": ""LineString"", ""coordinates"": [[-123.10475308967817, 49.23671231577443], [-123.10464662026013, 49.236709263931154]]}";__FJ7LOQ
"{""type"": ""LineString"", ""coordinates"": [[-123.1009417760982, 49.24204041636925], [-123.10093643098563, 49.24211418200285]]}";__FJ7LP0
"{""type"": ""LineString"", ""coordinates"": [[-123.10201027220789, 49.23433009361161], [-123.10201241510833, 49.23437012058887]]}";__FJ7LPC
"{""type"": ""LineString"", ""coordinates"": [[-123.10070998901844, 49.22784986423569], [-123.1006007928672, 49.22784726080349]]}";__FJ7LPF
"{""type"": ""LineString"", ""coordinates"": [[-123.10204965426777, 49.22644094789174], [-123.10204364239006, 49.226522801108715]]}";__FJ7LPK
"{""type"": ""LineString"", ""coordinates"": [[-123.09849142325497, 49.23386814672807], [-123.09834924851071, 49.233866468804635]]}";__FJ7LPS
"{""type"": ""LineString"", ""coordinates"": [[-123.05716554466161, 49.261963909009026], [-123.05716630979765, 49.26203137268209]]}";__FJ7LQ1
"{""type"": ""LineString"", ""coordinates"": [[-123.05716223790597, 49.26148086801224], [-123.05716422342583, 49.26142689578351]]}";__FJ7LQ2
"{""type"": ""LineString"", ""coordinates"": [[-123.05291666860828, 49.25127608231571], [-123.05283078617792, 49.25127612161977]]}";__FJ7LQ7
"{""type"": ""LineString"", ""coordinates"": [[-123.04930983786458, 49.250861657913724], [-123.04920334230145, 49.25085945451126]]}";__FJ7LQ8
"{""type"": ""LineString"", ""coordinates"": [[-123.04913175330772, 49.24723356295283], [-123.04913321389404, 49.24732081606024]]}";__FJ7LQA
"{""type"": ""LineString"", ""coordinates"": [[-123.04743488787437, 49.246551543131446], [-123.04727962638403, 49.2465507072519]]}";__FJ7LQB
"{""type"": ""LineString"", ""coordinates"": [[-123.04660282738286, 49.24938308499818], [-123.0466015337477, 49.24946854017021]]}";__FJ7LQD
"{""type"": ""LineString"", ""coordinates"": [[-123.04374460994553, 49.262126871078834], [-123.04374405096439, 49.262256393266085]]}";__FJ7LQH
"{""type"": ""LineString"", ""coordinates"": [[-123.04377974264156, 49.25762387366966], [-123.04377966188733, 49.25753257228295]]}";__FJ7LQK
"{""type"": ""LineString"", ""coordinates"": [[-123.05608598245662, 49.26263143265351], [-123.05608759646444, 49.26284281920402]]}";__FJ7LQR
"{""type"": ""LineString"", ""coordinates"": [[-123.05715777425387, 49.2629592414099], [-123.05715853835696, 49.263025805551315]]}";__FJ7LQS
"{""type"": ""LineString"", ""coordinates"": [[-123.11455308741425, 49.26365356054596], [-123.11394968201616, 49.263640682398844]]}";__FJ7LQT
"{""type"": ""LineString"", ""coordinates"": [[-123.11260542123597, 49.26332896714417], [-123.11250096088027, 49.263328169383]]}";__FJ7LQV
"{""type"": ""LineString"", ""coordinates"": [[-123.09670320249506, 49.263398961426844], [-123.09670647283563, 49.26332115015793], [-123.09639173182859, 49.26331871460298]]}";__FJ7LR3
"{""type"": ""LineString"", ""coordinates"": [[-123.09823624003883, 49.263327919333285], [-123.09796065527658, 49.26332455523307]]}";__FJ7LR4
"{""type"": ""LineString"", ""coordinates"": [[-123.11475032816531, 49.25899072473874], [-123.11454142260568, 49.25898779270197]]}";__FJ7LR5
"{""type"": ""LineString"", ""coordinates"": [[-123.11346850668295, 49.26004848743887], [-123.1132575382572, 49.2600468953926]]}";__FJ7LR8
"{""type"": ""LineString"", ""coordinates"": [[-123.11669767835588, 49.260098774516145], [-123.1161726542887, 49.26009165768454]]}";__FJ7LRJ
"{""type"": ""LineString"", ""coordinates"": [[-123.11876862877543, 49.25578706551978], [-123.1186689962495, 49.25578716789713]]}";__FJ7LRK
"{""type"": ""LineString"", ""coordinates"": [[-123.115692378241, 49.25432760913202], [-123.11556388411287, 49.254325039163476]]}";__FJ7LRQ
"{""type"": ""LineString"", ""coordinates"": [[-123.11463815809695, 49.2559954651693], [-123.1146310582135, 49.256187520120505]]}";__FJ7LRS
"{""type"": ""LineString"", ""coordinates"": [[-123.11371902406748, 49.2555016544717], [-123.11361595238384, 49.255499956832914]]}";__FJ7LRX
"{""type"": ""LineString"", ""coordinates"": [[-123.11354930411807, 49.25550093087164], [-123.11344417315198, 49.25550013462538]]}";__FJ7LRY
"{""type"": ""LineString"", ""coordinates"": [[-123.11579327547561, 49.25168517928946], [-123.1158005217874, 49.25155204269418], [-123.1156658471168, 49.251547688984495]]}";__FJ7LS6
"{""type"": ""LineString"", ""coordinates"": [[-123.11563400707507, 49.252894296926364], [-123.11578723130864, 49.25289637428335], [-123.11580081931137, 49.25254870427413], [-123.11563385889983, 49.25254258383832]]}";__FJ7LS7
"{""type"": ""LineString"", ""coordinates"": [[-123.11576206543529, 49.253581835465845], [-123.11574916279126, 49.25394074874818], [-123.11561998681302, 49.253939996559986]]}";__FJ7LS9
"{""type"": ""LineString"", ""coordinates"": [[-123.11211478905014, 49.251706869903465], [-123.1121955230509, 49.25170852760853]]}";__FJ7LSF
"{""type"": ""LineString"", ""coordinates"": [[-123.11430455003385, 49.25174830604926], [-123.11416232448352, 49.25174709739079]]}";__FJ7LSG
"{""type"": ""LineString"", ""coordinates"": [[-123.11484398312552, 49.25062427638749], [-123.114841467752, 49.25071872876716]]}";__FJ7LSK
"{""type"": ""LineString"", ""coordinates"": [[-123.11492032823675, 49.24919757533431], [-123.11491322601046, 49.249393669390415]]}";__FJ7LSN
"{""type"": ""LineString"", ""coordinates"": [[-123.10050485256996, 49.25507420990235], [-123.10040246842951, 49.25507205911188]]}";__FJ7LSP
"{""type"": ""LineString"", ""coordinates"": [[-123.10242097457981, 49.25628233004975], [-123.10213855564001, 49.25627808245576]]}";__FJ7LSU
"{""type"": ""LineString"", ""coordinates"": [[-123.10484310911373, 49.25686141940035], [-123.10484214712318, 49.256861420273296], [-123.10496301703436, 49.25686256985855], [-123.10500980001943, 49.256760179773494]]}";__FJ7LSW
"{""type"": ""LineString"", ""coordinates"": [[-123.10421988650096, 49.25693193006258], [-123.10386875098405, 49.25692821641417]]}";__FJ7LSY
"{""type"": ""LineString"", ""coordinates"": [[-123.10351965060015, 49.257233899327424], [-123.10344406037545, 49.25723172722194]]}";__FJ7LSZ
"{""type"": ""LineString"", ""coordinates"": [[-123.10251436819632, 49.25690559775369], [-123.10240029977035, 49.256903899865804]]}";__FJ7LT2
"{""type"": ""LineString"", ""coordinates"": [[-123.10996408511812, 49.25832214143301], [-123.10989399220274, 49.258320867836545]]}";__FJ7LT7
"{""type"": ""LineString"", ""coordinates"": [[-123.11052232912428, 49.25510182483112], [-123.11044124394022, 49.25509920380368]]}";__FJ7LT9
"{""type"": ""LineString"", ""coordinates"": [[-123.11037390500564, 49.255098368631934], [-123.11029213873593, 49.25509844671635]]}";__FJ7LTA
"{""type"": ""LineString"", ""coordinates"": [[-123.11126005819203, 49.25355637649852], [-123.11121196089583, 49.25355598204046]]}";__FJ7LTD
"{""type"": ""LineString"", ""coordinates"": [[-123.11113788713251, 49.253553624609225], [-123.11106023889367, 49.25355055094882]]}";__FJ7LTG
"{""type"": ""LineString"", ""coordinates"": [[-123.10127536943486, 49.25355066424755], [-123.10127793562842, 49.25346161829964]]}";__FJ7LTR
"{""type"": ""LineString"", ""coordinates"": [[-123.09261680809784, 49.26185026731819], [-123.09254396177857, 49.26184897640774]]}";__FJ7LU1
"{""type"": ""LineString"", ""coordinates"": [[-123.09750472724572, 49.261799830485636], [-123.09741264356941, 49.26180080767986]]}";__FJ7LU9
"{""type"": ""LineString"", ""coordinates"": [[-123.09710936648631, 49.261689072631775], [-123.09704545481583, 49.261688226810094]]}";__FJ7LUA
"{""type"": ""LineString"", ""coordinates"": [[-123.09689564451672, 49.26168836153875], [-123.09684273162348, 49.26168930542216]]}";__FJ7LUB
"{""type"": ""LineString"", ""coordinates"": [[-123.09911610253609, 49.26041405166441], [-123.09857804104641, 49.260410023382924], [-123.09857747300407, 49.26046984201821]]}";__FJ7LUI
"{""type"": ""LineString"", ""coordinates"": [[-123.09788738724932, 49.25970630354094], [-123.09789723584795, 49.25947421872889]]}";__FJ7LUN
"{""type"": ""LineString"", ""coordinates"": [[-123.09363945441139, 49.25905374063675], [-123.0935583670315, 49.25905290680553]]}";__FJ7LUP
"{""type"": ""LineString"", ""coordinates"": [[-123.09958251376324, 49.25898834130462], [-123.09949112071877, 49.258988420040474]]}";__FJ7LUU
"{""type"": ""LineString"", ""coordinates"": [[-123.09805974454723, 49.25897078978369], [-123.097952555162, 49.25896820013472]]}";__FJ7LUZ
"{""type"": ""LineString"", ""coordinates"": [[-123.09787431271546, 49.25867546325945], [-123.0977409998612, 49.25867378606709]]}";__FJ7LV1
"{""type"": ""LineString"", ""coordinates"": [[-123.09025783277596, 49.25566219535054], [-123.09025591000598, 49.25573820644235]]}";__FJ7LV6
"{""type"": ""LineString"", ""coordinates"": [[-123.09813985600817, 49.25814676020257], [-123.09776879591284, 49.258141695654835]]}";__FJ7LVC
"{""type"": ""LineString"", ""coordinates"": [[-123.09037848656061, 49.256615567051945], [-123.0902238791945, 49.25661434760304]]}";__FJ7LVI
"{""type"": ""LineString"", ""coordinates"": [[-123.09035430847628, 49.25765947172339], [-123.09021070921486, 49.25766003369487]]}";__FJ7LVK
"{""type"": ""LineString"", ""coordinates"": [[-123.09075533964786, 49.2582577799162], [-123.09064265901914, 49.258257418611855]]}";__FJ7LVM
"{""type"": ""LineString"", ""coordinates"": [[-123.09170754054202, 49.257794665031355], [-123.09170940483577, 49.25805912285166]]}";__FJ7LVP
"{""type"": ""LineString"", ""coordinates"": [[-123.0946191030169, 49.255039295223504], [-123.09455313608, 49.25503710941955]]}";__FJ7LVR
"{""type"": ""LineString"", ""coordinates"": [[-123.11811664191973, 49.26291504609376], [-123.11781425340703, 49.26291040746522]]}";__FJ7LVS
"{""type"": ""LineString"", ""coordinates"": [[-123.10051594403494, 49.26310102443652], [-123.10049931550915, 49.263034474372816]]}";__FJ7LVT
"{""type"": ""LineString"", ""coordinates"": [[-123.0974199777284, 49.263061920586644], [-123.09730657984946, 49.2630588678222]]}";__FJ7LVU
"{""type"": ""LineString"", ""coordinates"": [[-123.1682349214043, 49.24262879278407], [-123.16810097330824, 49.24263033705219]]}";__FJ7JCZ
"{""type"": ""LineString"", ""coordinates"": [[-123.17325742248185, 49.247386165690195], [-123.17316673813646, 49.24738630165104]]}";__FJ7JE2
"{""type"": ""LineString"", ""coordinates"": [[-123.15578343362766, 49.262604159338515], [-123.1556033806129, 49.26260350244412]]}";__FJ7JE5
"{""type"": ""LineString"", ""coordinates"": [[-123.14871056340293, 49.260536116156516], [-123.14849271738316, 49.26053370677342]]}";__FJ7JEA
"{""type"": ""LineString"", ""coordinates"": [[-123.15351488294822, 49.26038270689035], [-123.15334720037569, 49.260379781241994]]}";__FJ7JEC
"{""type"": ""LineString"", ""coordinates"": [[-123.15342321600411, 49.26254302876535], [-123.15323972716628, 49.26254237274992]]}";__FJ7JEG
"{""type"": ""LineString"", ""coordinates"": [[-123.15278324769481, 49.26133941803959], [-123.1526279397888, 49.26133917354605]]}";__FJ7JEH
