Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Environment,Premises,1923/10004,Rechargeable Repairs & Maintenance,10004,26/10/2017,inv0041990,30.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Financing,1C9,Central Services  Financing,1903,Resources and Enabling,Premises,1924/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041999,69.00,General Fund,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0042000,280.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0042002,185.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2201/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041997,95.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041862,120.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041883,48.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041863,58.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041881,250.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041882,58.00,Control Holding and SU Accnts,GMC Fire & Security Protection Serv Ltd,17284
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Customer Service,Employees,2237/05004,Staff Recruitm't Advertising,05004,26/10/2017,inv0041988,1460.00,Control Holding and SU Accnts,Haymarket Media Group Ltd,17335
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2862/30102,Equipment-Purchases/Renewals,30102,26/10/2017,inv0041851,1778.19,Control Holding and SU Accnts,Killgerm Chemicals Ltd,17368
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,26/10/2017,inv0041864,25452.00,Balance Sheet,Malton Town Council,17389
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,26/10/2017,inv0041895,1728.00,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,26/10/2017,inv0041893,1142.56,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1023/34107,Hired Services - General,34107,26/10/2017,inv0041894,1522.07,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1024/34107,Hired Services - General,34107,26/10/2017,inv0041894,169.12,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,26/10/2017,inv0041895,2592.00,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,26/10/2017,inv0041893,1713.84,General Fund,Meritec Limited,31510
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Resources and Enabling,Premises,1123/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041866,1530.53,General Fund,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Resources and Enabling,Premises,1123/10001,Premises Rep.& Maint.-Out.Contractor,10001,26/10/2017,inv0041865,2188.00,General Fund,North Yorkshire County Council,17406
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Waste Collection,1309,Customer Service,Supplies and Services,1375/34107,Hired Services - General,34107,26/10/2017,inv0041874,716.05,General Fund,PHS Group PLC,23205
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Customer Service,Supplies and Services,1021/34107,Hired Services - General,34107,26/10/2017,inv0041892,677.47,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Housing Benefits Admin,1604,Customer Service,Supplies and Services,1631/34107,Hired Services - General,34107,26/10/2017,inv0041892,1016.20,General Fund,Scarborough Borough Council,17464
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Service Units,2A3,Direct Service Service Unit,2302,Delivery & Front Line Services,Supplies and Services,2863/30102,Equipment-Purchases/Renewals,30102,26/10/2017,inv0041869,2059.00,Control Holding and SU Accnts,Sign Design Ltd,32223
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,26/10/2017,inv0041986,2500.00,Balance Sheet,Thornton Dale Village Hall,17553
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Other Welfare Services,1608,Delivery & Front Line Services,Supplies and Services,1671/30102,Equipment-Purchases/Renewals,30102,26/10/2017,inv0041873,161.50,General Fund,Tunstall Healthcare (UK) Ltd,17499
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Other Welfare Services,1608,Delivery & Front Line Services,Supplies and Services,1671/30102,Equipment-Purchases/Renewals,30102,26/10/2017,inv0041873,300.00,General Fund,Tunstall Healthcare (UK) Ltd,17499
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Other Welfare Services,1608,Delivery & Front Line Services,Supplies and Services,1671/30102,Equipment-Purchases/Renewals,30102,26/10/2017,inv0041873,449.64,General Fund,Tunstall Healthcare (UK) Ltd,17499
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Other Welfare Services,1608,Delivery & Front Line Services,Supplies and Services,1671/30102,Equipment-Purchases/Renewals,30102,26/10/2017,inv0041873,19.50,General Fund,Tunstall Healthcare (UK) Ltd,17499
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/34107,Hired Services - General,34107,26/10/2017,inv0041855,1320.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/34107,Hired Services - General,34107,26/10/2017,inv0041855,6000.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/34107,Hired Services - General,34107,26/10/2017,inv0041855,3600.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/34107,Hired Services - General,34107,26/10/2017,inv0041855,1650.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/34107,Hired Services - General,34107,26/10/2017,inv0041855,50.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/34107,Hired Services - General,34107,26/10/2017,inv0041855,1200.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/35104,Software Charges,35104,26/10/2017,inv0041855,4500.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/35104,Software Charges,35104,26/10/2017,inv0041855,4950.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/35104,Software Charges,35104,26/10/2017,inv0041855,3090.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/35104,Software Charges,35104,26/10/2017,inv0041855,1500.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Capital,5A1,ICT Hardware and Software,5181,Resources and Enabling,Supplies and Services,5152/35105,Computer Equipment,35105,26/10/2017,inv0041855,10890.00,Capital,Webaspx,18243
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Housing Services,1A6,Homelessness,1602,Delivery & Front Line Services,Premises,1620/14001,Water Rates And Accounts,14001,26/10/2017,inv0041867,527.13,General Fund,Yorkshire Housing,19689
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2401/38026,Ins. Allocation Exc.Premises,38026,26/10/2017,inv0041857,2296.03,Control Holding and SU Accnts,Zurich Insurance plc,22797
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Supplies and Services,2401/38026,Ins. Allocation Exc.Premises,38026,26/10/2017,inv0041856,87040.54,Control Holding and SU Accnts,Zurich Insurance plc,22797
