Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
Tefonica O2 (Uk) Ltd,-270,-106.36,2012,"Telecommunications Mast, Site Ref 15864 Brow Mills, Brighouse Road, Halifax              HX3 8DD","Fao Telecoms Rating Team, C/O Cluttons Llp, Portman House, 2 Portman Street, London, W1H 6DU",04/01/03,
,-81.89,-81.89,2007,"First Floor, 14 Portland Place, Halifax, HX1 2QN",,07/10/03,01/31/08
,-75.5,-75.5,2003,"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",,09/01/03,02/13/04
,-189.3,-189.3,2006,"39 Horton Street, Halifax, HX1 1QE",,09/01/04,02/04/07
,-20,-20,2003,"Queen Hotel, 97 Stainland Road, Greetland, Halifax             HX4 8BD",,01/13/04,04/26/04
Blue Lagoon (Uk) Ltd [In Liquidation],-203.73,-203.73,2007,"Unit 18, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG","C/O Mazars Llp, Mazars House, Gelderd Road, Gildersome , Leeds, LS27 7JN",07/09/04,12/12/07
Repack Services Ltd,-227.07,-227.07,2005,"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",04/01/04,08/31/05
,-156.37,-156.37,2004,"3 Garden Street, Hebden Bridge, HX7 8AQ",,01/02/04,10/31/04
Chief Environmental Health Officer,-299.24,-994.84,2000,"Stainland Road, Barkisland, Halifax","Fao Wendy Backhouse, Northgate House, Northgate, Halifax, HX1 1UN",04/01/90,03/31/00
Matrix Chemie Ltd,-167,-167,2004,"Mezzanine Office 6 & 7, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Offices 6 & 7, Mezzanine Floor, Lumbrook Mills, Westercroft Lane, Halifax, HX3 7TY",12/06/03,12/05/03
Rastrick Racing,-49.5,-49.5,2008,"9 Church Street, Brighouse, HD6 3NF","Fao Ben Stephens, 9 Church Street, Rastrick, Brighouse, HD6 3NF",04/01/04,09/30/08
,-99.63,-99.63,2005,"18d Lydgate, Northowram, Halifax, HX3 7EJ",,05/31/04,12/11/05
Walker Boats Ltd,-0.96,-0.96,2012,"Unit 2B Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR","F.A.O. Mr Frank Walker, 33 Half House Lane, Hove Edge, Brighouse, HD6 2PH",06/01/04,
Hemsworth And Co Ltd,-0.07,-0.07,2012,"Offices 5 & 13 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",,11/01/04,
,-53.63,-53.63,2006,"Golden Lion Hotel, 523 Gibbet Street, Halifax, HX2 0AX",,09/24/04,10/29/06
,-0.96,-0.96,2012,"Unit 9A, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",,02/25/05,
Michael A Taylor Solicitors [ In Liquidation ],-12.88,-12.88,2010,"Fairway House, 20 Bethel Street, Brighouse, HD6 1JN","C/O P S Wallace & Co, 284 Clifton Drive South, Lytham St Annes, Lancs, FY8 1LH",04/01/05,04/30/10
,-64.75,-64.75,2011,"Station Road, Sowerby Bridge, HX6 3LB",,10/09/05,09/30/11
,-41.85,-41.85,2010,"Market Stall 85-86, Market Hall, Borough Market, Halifax             HX1 1DZ",,06/06/05,08/01/10
,-711.72,-1208.55,2010,"The Oddfellows Arms, 158 Haugh Shaw Road, Halifax, HX1 3BG",,06/09/05,06/12/11
,-26.08,-26.08,2007,"The Delvers, Wainstalls, Halifax, HX2 7UA",,07/18/05,01/31/08
Almado Hom Pub Ltd,-112.8,-112.8,2005,"The Crown Inn, 10 Crown Street, Hebden Bridge, HX7 8EH","Bradley Wharton House, 2 Market Street, Broadbottom, Cheshire, SK14 6AX",05/20/05,02/01/06
,-2.71,-2.71,2007,"R/O 1 Hullen Edge, Goose Nest Lane, Norland, Sowerby Bridge       HX6 3QW",,09/02/05,03/30/08
,-481,-1534.14,2009,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,10/18/04,10/27/10
Worthington Nicholls Ltd,-180.08,-180.08,2006,"Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX","Fao Mr N Smith, Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX",05/01/05,02/15/07
,-100.81,-100.81,2006,"Office No 1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN",,03/28/06,09/11/06
,-18.01,-11.16,2010,"27 Queens Road, Halifax, HX1 3NS",,04/01/06,05/31/10
,-77.15,-77.15,2004,"112 Gibbet Street, Halifax, HX1 5BZ",,02/22/05,04/22/06
,-426.46,-426.46,2008,"Unit 4, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",,11/01/05,03/31/08
,-103.09,2268.91,2010,"16 Bull Close Lane, Halifax, HX1 2EF",,05/16/05,
The Shay Stadium Trust Ltd,-198.04,-198.04,2005,"Car Park, Hunger Hill, Halifax, HX1 2JT","The Shay Stadium, Halifax, HX1 2YT",04/27/05,04/26/05
,-35,-35,2006,"Room 7, 47 Bethel Street, Brighouse, HD6 1JR",,12/05/05,08/01/06
,-17.14,-17.14,2008,"Robin Hood Inn, Cragg Road, Cragg Vale, Hebden Bridge       HX7 5SQ",,12/05/05,08/13/08
La Romantica Beds Ltd,-708.13,-708.13,2014,"Unit 8, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA","Unit 1 Moorbank Mills, Artillery Street, Heckmondwike, WF16 0NT",12/22/05,12/20/15
,-0.74,-0.74,2012,"5 Borough Market, Halifax, HX1 1DY",,11/01/06,
,-19.54,-19.54,2007,"39 Horton Street, Halifax, HX1 1QE",,02/05/07,03/26/08
,-21.53,-21.53,2008,"Heart Gallery Arts Centre, 4 Market Street, Hebden Bridge, HX7 6AA",,10/01/06,06/03/08
Spot On Concrete [Hx] Ltd,-211.08,-211.08,2009,"Unit 39 Empire Works, Watkinson Road, Halifax, HX3 6SD","Fao Steven Walker, 90 Pye Nest Road, Pye Nest, Halifax, HX2 7HS",04/01/05,07/31/09
,-7.3,-7.3,2008,"37a Stainland Road, Greetland, Halifax, HX4 8AD",,04/01/07,03/17/09
,-189.33,-347.46,2014,"2ND Floor, 52 Manor Heath Road, Halifax, HX3 0BE",,08/01/07,05/01/10
C & R Maintenance Services Ltd,-1.25,-1.25,2012,"Office H M 3.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,05/01/07,
,-177.57,-177.57,2012,"S/0 1 Jumples, Mixenden, Halifax, HX2 8NS",,04/01/07,
Tefonica O2 (Uk) Ltd,-227.7,-666.7,2010,"Telecommunication Mast, Site Ref 18479, Old Lindley Road, Holywell Green       HX4 9DF","Fao Telecoms Rating Team, C/O Cluttons Llp, Portman House, 2 Portman Street, London, W1H 6DU",04/01/05,
,-276.9,-276.9,2012,"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,12/17/07,
Fourward Engineering Ltd In Liquidation,-51.56,-51.56,2010,"Wood Mill, Halifax Road, Todmorden, OL14 6EE","C Brooksbank, O'Hara & Co, Wesley House, Huddersfiled Road, Birstall Batley, WF17 9EJ",03/13/08,03/24/11
,-2.23,-2.23,2010,"Office 29 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,03/10/08,08/20/10
,-53.67,-53.67,2008,"Office 24, 11 Owler Ings Road, Brighouse, HD6 1EJ",,01/01/08,09/30/08
,-0.74,-0.74,2012,"Unit 8B Woodman Works, South Lane, Elland, HX5 0PA",,03/01/08,
K Hamnett [Machinery Removers],-756.98,-756.98,2007,"Philmar House, Gibbet Street, Halifax, HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, Halifax, HX2 0AR",06/18/07,09/03/07
,-1.07,-1.07,2012,"87 Stainland Road, Greetland, Halifax, HX4 8BD",,01/18/08,
,-8,-8,2009,"17/21 The Old Arcade, Halifax, HX1 1TJ",,03/01/08,11/24/09
,-843.91,-843.91,2008,"Unit 1A, Prince Of Wales Business Pk, Birds Royd Lane, Brighouse            HD6 1LQ",,10/01/07,01/17/09
,-1.26,-1.26,2012,"291 Claremount Road, Halifax, HX3 6AW",,04/26/08,01/22/16
Structured Technologies Services Ltd [In Administration],-481.23,-481.23,2013,"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX","C/O Castle Acres, Everard Way, Narborough, Leicester, LE19 1BY",04/25/08,11/28/13
Heritage Cashmere Ltd [In Administration],-231,-299.25,2008,"White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","C/O Armstrong Watson, Central House, 47 St Pauls Street, Leeds, LS1 2TE",02/12/08,05/28/09
,-52.2,-52.2,2009,"Unit 34, Empire Works, Watkinson Road, Halifax              HX2 9AB",,12/01/07,08/01/09
,-170.25,-170.25,2012,"Workspace Unit 19, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,04/01/08,08/31/12
Telecon Implementation Services Ltd,-55.96,-55.96,2015,"1ST Floor, 32 Cross Lee Road, Todmorden, OL14 8EH","Mazars House, Gelderd Road, Gildersome, Leeds, LS27 7JN",03/01/08,12/22/15
,-127.5,-395.9,2009,"Unit 17, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,05/01/08,12/31/09
,-0.37,-0.37,2012,"8 Regent Place, Sowerby Bridge, HX6 2HG",,02/07/08,
,-2.17,-2.17,2009,"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",,02/01/08,07/20/09
Citexx Ltd [In Administration],-2159.37,-2159.37,2008,"Unit 1, Elland Industrial Estate, Elland Lane, Elland              HX5 9DZ","C/O Baker Tilly, 3 Hardman Street, Manchester, M3 3HF",05/28/08,06/02/08
,-1.18,-1.18,2012,"42/44 Burnley Road, Todmorden, OL14 5EZ",,06/14/08,
,-0.72,-0.72,2012,"71A Langdale Street, Elland, HX5 0JE",,07/16/08,
Eurofill Ltd,-0.15,-0.15,2012,"Unit 14, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT","F.A.O. Mr David Laycock, Old Allen Barn, Old Allen Road, Harecroft, Bradford, BD13 3RY",09/17/05,
Chunky Chicken (Halifax) Ltd,-227.7,-227.7,2012,"112 Gibbet Street, Halifax, HX1 5BZ","116 Heights Lane, Rochdale, OL12 0QS",11/10/08,07/31/13
,-165.01,-900.19,2012,"Market Stall 5,6-8, Borough Market, Halifax, HX1 1DZ",,12/01/08,11/09/12
,-201.75,-201.75,2012,"194 Savile Park Road, Halifax, HX1 2XP",,01/07/09,01/12/15
,-0.48,-0.48,2012,"39 Halifax Road, Todmorden, OL14 5BB",,05/12/08,
,-170.49,-170.49,2012,"Unit 1 (Ground), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",,01/28/09,
,-10.73,-10.73,2011,"15 Ovenden Road, Halifax, HX3 5PN",,03/07/09,01/15/12
,-0.96,-0.96,2012,"Unit 16, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",,04/01/09,
Bizspace Ltd,-180.01,-180.01,2013,"Unit 16I & Unit 16J, Calderdale Business Park, Club Lane, Halifax              HX2 8DB","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",03/01/09,10/28/12
,-81.23,-81.23,2009,"Cross Roads Inn, Wainstalls, Halifax, HX2 7TB",,04/15/09,02/07/10
,-286.19,-286.19,2010,"Unit 7B, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",,03/17/08,03/31/10
,-0.3,-0.3,2012,"King Cross Garage, Burnley Road, Halifax, HX2 7JG",,04/01/09,
,-414.43,-414.43,2010,"4 Half House Lane, Brighouse, HD6 2PH",,09/29/08,09/18/11
,-97.41,-97.41,2011,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,03/23/09,12/22/10
,-7.16,-7.16,2011,"Unit 1B Ripponden Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DH",,04/01/09,03/29/12
Standard Life Trustee Company Ltd,-1041.06,-1041.06,2015,"14 Southgate, Elland, HX5 0BW","C/O Dtz, 1 Colmore Squre, Birmingham, B4 6AJ",03/01/13,11/05/15
L I S Claims Management Ltd,-67.93,-67.93,2014,"Office Suite E 207, Dean Clough Mills, Halifax, HX3 5AX","Heritage Exchange, South Lane, Elland, HX5 0HG",01/06/14,09/04/14
East Street Arts,-131.3,-131.3,2015,"Unit 11, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EL","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",04/01/14,03/31/15
,-21.07,-21.07,2010,"308b/C Salterhebble Hill, Halifax, HX3 0QT",,09/01/09,07/13/10
Floor My Home Ltd In Administration,-261.22,-396.2,2010,"Unit 2 Halifax Retail Park, Pellon Lane, Halifax, HX1 5QP","Haslers, Old Station Road, Loughton, Essex, IG10 4PL",09/26/09,08/24/11
Primesight Ltd,-0.04,239.96,2014,"Adj 139 Bolton Brow, Sowerby Bridge, HX6 2BD","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/09,
,-0.72,-0.72,2014,"Unit 8B Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,09/01/08,
Yorkshire Business School,-1848,1880,2015,"8th Floor, 60 Crown Street, Halifax, HX1 1JB","5 The Cresent, Selby, YO8 4PU",11/19/09,
Solutions4 I T (Uk)  Ltd,-299.49,-299.49,2011,"Office 42 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","5 Thorpe Mill Court, Rochdale Road, Triangle, Halifax, HX6 3DA",02/02/10,04/30/11
,-168.78,-168.78,2013,"Unit 6 Cragg Road Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5EY",,11/21/09,05/31/13
,-19.19,-19.19,2012,"28 Keighley Road, Halifax, HX2 8AL",,07/31/10,
,-12,-12,2014,"Unit 7 Halifax Autocars, Shay Lane, Halifax, HX3 6QU",,08/01/10,
Handelsbanken,-160,-160,2016,"26 Clare Road, Halifax, HX1 2HX","Ground Floor, Fearnley Mill, Dean Clough Mills, Halifax, HX3 5WP",11/02/10,04/25/16
R & A Drinks (2010) Ltd,-61.94,-61.94,2014,"Unit 3, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Unit 3, The Market Business Centre, Hanson Lane, Halifax, HX1 5PF",04/01/10,04/22/14
Beap Community Partnership,-89.85,-89.85,2011,"172 King Cross Road, Halifax, HX1 3LN","31 Cornwall Road, Bradford, West Yorkshire, BD8 7JN",04/01/11,07/31/11
,-400,-400,2012,"Dusty Miller Hotel, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LH",,04/26/11,12/31/12
,-222.53,-245.03,2011,"28 Borough Market, Halifax, HX1 1DZ",,04/25/11,03/31/13
,-22.5,-245.03,2012,"28 Borough Market, Halifax, HX1 1DZ",,04/25/11,03/31/13
Cafe Dino's Ltd,-150,-417.12,2015,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",07/16/11,
East Street Arts,-102.69,-102.69,2016,"Office B3 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",09/01/11,05/22/16
Halifax Property Services Ltd,-410.67,-2028.17,2013,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",01/01/12,03/12/14
,-113.23,-113.23,2013,"Unit 9A Woodman Works, South Lane, Elland, HX5 0PA",,06/01/11,02/18/14
,-7.62,-7.62,2012,"15 Ovenden Road, Halifax, HX3 5PN",,01/16/12,06/10/12
,-41.4,-41.4,2014,"4A Orchard Business Park, Scout Road, Mytholmroyd, Hebden Bridge        HX7 5HZ",,01/21/13,02/28/15
Frank Marshall Estates Ltd,-792.56,-792.56,2012,"Unit 5 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY",08/01/09,09/30/12
Primesight Ltd,-0.03,317.97,2014,"Adj 42 Bradford Road, Brighouse, HD6 1RY","Unit 9 Westpoint Enterprise Pk, Clarence Avenue, Trafford Park, Manchester, M17 1QS",09/01/09,
,-0.21,-0.21,2012,"28 Huddersfield Road, Brighouse, HD6 1HA",,11/09/09,
Damika Ltd,-425.43,-425.43,2016,"Unit 2C, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF","Unit 3A, Queens Mill Industrial Estate, Queens Mill Road, Huddersfield, HD1 3RR",12/06/10,07/31/16
Seddon Homes Ltd,-38.5,623.6,2014,"Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",08/01/09,
Seddon Homes Ltd,-50.05,811.89,2014,"Melbourne Works, Melbourne Street, Hebden Bridge, HX7 6AS","Birchwood One Business Park, Dewhurst Road, Birchwood, Warrington, WA3 7GB",08/01/09,
Severhills Clay Pigeon Shooting Club,-69,-69,2012,"Clay Pigeon Shooting Club, Severhills Farm, Foxen Lane, Mill Bank            HX6 4ND","Fao The Treasurer, Severhills Farm, Foxen Lane, Mill Bank, Sowerby Bridge, HX6 4ND",08/12/10,
Units To Let [Northern] Ltd,-807.53,-807.53,2011,"Unit 20 Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge, HX6 3BS","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",06/01/10,06/30/11
,-108.65,-108.65,2012,"Unit 3 Lower Brear, Leeds Road, Halifax, HX3 7AG",,10/27/10,07/06/12
,-27.07,-27.07,2015,"Storeroom 7 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,12/26/15
Rand & Asquith Ltd,-365.42,-727.82,2016,"Hunters Hill Quarry, Withens Road, Wainstalls, Halifax              HX2 7TZ","Tuck Royd Quarry Stoneyard, Halifax Road, Brighouse, HD6 2PL",04/01/10,
Viewstone Ltd,-637.2,-896.87,2016,"Office 10 James Street Mills, South Lane, Elland, HX5 0HB","Pellon Lane Saw Mills, Pellon Lane, Pellon, Halifax, HX1 4PX",01/21/12,01/31/16
Fairmont Polymers (Uk) Ltd,-50,-50,2012,"Office H M 3.6, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 3.5, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",03/01/12,09/01/12
,-16.46,-16.46,2012,"Unit 3B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,11/05/11,01/17/14
Strafford Properties Ltd,-468.94,-468.94,2013,"23 Bull Green, Halifax, HX1 2RZ","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",10/25/12,04/04/13
Coal Pension Properties Ltd,-6312,-6312,2013,"4 Woolshops, Halifax, HX1 1RU","C/O Capita Property &, Infrastructure Ltd, 65 Gresham Street, London, EC2V 7NQ",09/30/12,11/03/13
Trustees Of Whiteleys Engineering,-183,-183,2013,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",12/07/10,06/30/16
Petron Lofts,-309.7,-1491.59,2013,"Northern Timber Merchants, Gooder Lane, Brighouse, HD6 1HF","Po Box 85, 107 Hightown Road, Liversedge, WF16 6AG",02/20/14,04/30/14
,-33.21,-36.28,2016,"35 Broad Street, Halifax, HX1 1YA",,03/01/14,07/05/16
Calderdale Mbc Markets Manager,-120.76,-3041.26,2014,"Stalls 6/7 Market Hall, Brook Street, Todmorden, OL14 5AJ","19 Albion Street, Halifax, HX1 1DU",09/29/13,02/28/15
Bizspace Ltd,-13916,434,2014,"Unit 4G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",12/01/13,
,-41.21,-41.21,2015,"22 Silver Street, Halifax, HX1 1HS",,03/02/14,05/27/15
,-241.15,-241.15,2014,"63 Hanson Lane, Halifax, HX1 5NX",,04/01/14,03/31/14
Pennine Housing 2000 Ltd,-13.62,-13.62,2016,"PH2K, Todmorden Community College, Burnley Road, Todmorden           OL14 7BX","Finance Section, Bull Green House, Bull Green, Halifax, HX1 2EB",11/30/10,07/07/16
James Robinson Fibres Ltd,-136.32,-361.52,2015,"56 Huddersfield Road, Elland, HX5 9AA","Millersdale Close, Euroway Industrial Estate, Bradford, BD4 6SG",03/07/16,03/06/16
,-20,-20,2015,"Clarence Brass Works, Aked's Road, Halifax, HX1 2TR",,09/12/14,
Royds Properties Ltd,-366.38,-366.38,2015,"Unit H6 Premier Way, Lowfields Business Park, Elland, HX5 9HF","Estate Office, Gledholt Business Park, Allen Row, Paddock, Huddersfield, HD1 4SB",08/18/15,03/23/16
Bizspace Ltd,-133.75,-133.75,2016,"Unit 8G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",04/01/15,12/02/15
Firth Steels Ltd,-34574.66,-96202.66,2015,"River Street, Brighouse, HD6 1NH","Unit 2, Calder Bank, River Street, Brighouse, HD6 1LJ",11/01/14,09/06/15
Bizspace Ltd,-222.38,-222.38,2016,"Units 12A & 12B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",06/01/15,06/30/16
Golden Monkeys Ltd,-119.64,1566.35,2014,"Golden Lion Hotel, Fielden Square, Todmorden, OL14 6LZ","21 Hyde Park Road, Leeds, LS6 1PY",03/01/15,
,-147.09,-147.09,2015,"259 King Cross Road, Halifax, HX1 3JL",,12/18/15,12/17/15
The Exhaust Ejector Co.Ltd 1987 Retirement Benefit Scheme,-1337.97,-1337.97,2015,"Grove Mill Yard, Shelf, Halifax, HX3 7PF","11 Wade House Road, Shelf, Halifax, HX3 7PE",01/01/15,03/31/15
Bizspace Ltd,-136,-136,2015,"Unit 8H, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",04/01/14,10/22/14
Estay Ltd,-813,11169.61,2010,"Unit 10A The Nurseries, Halifax Road, Brighouse, HD6 2QD","Unit 2 Roseville Street, Leeds, LS8 5DU",04/01/10,
Cn Trading Llp,-1325.5,1788.34,2014,"Perseverance Mill, Halifax Road, Todmorden, OL14 6EG","Calderside Nurseries, Oakville Road, Hebden Bridge, HX7 6NG",05/05/11,
Brogan Business Parks Ltd,-499.72,-499.72,2016,"Unit W5, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",12/27/15,
Collinson Ceramics Ltd (In Admin Receivership),-1282.25,-1282.25,2002,"Armytage Road, Brighouse, HD6 1QF","Messrs Touche Ross & Co, (Ref Col/Jc)Queen Anne House, 69/71 Queen Square, Bristol, BS1 4JP",04/01/90,04/01/91
,-2.71,-2.71,2002,"10 Bethel Street, Brighouse, HD6 1JN",,04/01/00,04/30/02
Vodafone Ltd,-248.4,-588,2010,"Telecommunications Mast, Site Ref  3661, Brighouse, HD6 1SP","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",01/01/98,
Vodafone Ltd,-282.6,-588,2014,"Telecommunications Mast, Site Ref  3661, Brighouse, HD6 1SP","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",01/01/98,
,-56.25,-56.25,2002,"17 Charles Street, Brighouse, HD6 2DX",,05/12/92,03/16/96
Titan Outdoor Advertising Ltd,-63.68,-63.68,2009,"Board No 2296/04, Hartshead Moor Service Area, Hartshead Moor, Brighouse           HD6 4JX","C/O The Cotton Exchange, 1st Floor, Edmund Street, Liverpool, L3 9LQ",05/15/96,08/31/09
W M S Group Ltd,-187.83,-187.83,2011,"Unit 12, Brookfoot Business Centre, Elland Road, Brighouse           HD6 2RW","Brookfoot Mills, Elland Road, Brighouse, HD6 2RW",03/26/98,02/23/12
,-0.07,-0.07,2012,"St Pauls Buildings, Southgate, Elland, HX5 0EX",,05/01/01,
Wilmar Ltd,-375,-375,2010,"Unit 3 Victoria Terminal, Albert Road, Halifax, HX2 0BY","Company, Dissolved",04/01/00,03/31/10
,-255.05,-255.05,2008,"Albert Street, Halifax, HX1 5NW",,10/01/00,02/28/09
Xception Stores Ltd [In Admin Receivership],-838.19,-838.19,2002,"16 Alexandra Street, Halifax, HX1 1BS","C/O Bdo Stoy Hayward, 8 Baker Street, London, W1M 1DA",05/26/93,03/07/97
,-1185.45,-1185.45,2012,"32 Bank Top, Southowram, Halifax, HX3 9NJ",,04/13/02,
,-13.82,-13.82,2001,"5 Beech Grove, Lightcliffe, Halifax, HX3 8UU",,09/01/99,11/23/00
,-24.51,-24.51,2012,"Unit 10, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",,01/23/99,
,-21.75,-21.75,2002,"8/10 Bull Close Lane, Halifax, HX1 2EF",,04/01/90,12/09/90
Sherwood Coatings Ltd,-330.11,4699.53,2015,"Sherwood Road, Brighouse, HD6 1QG","Sherwood Road, Brighouse, HD6 1QG",04/01/90,
Assured Mobility Ltd [In Liquidation],-616.98,-616.98,2002,"Owler Ings Road, Brighouse, HD6 1EJ","C/O Leonard Harris Partners, 75 Mosley Street, Manchester, M2 3HR",10/02/95,06/22/00
,-7067.86,-77567.88,2010,"The Surgery, Burley Street, Elland, HX5 0AQ",,04/01/90,
,-173.18,-173.18,2004,"St Michaels View, Carr House Road, Shelf, Halifax             HX3 7RJ",,04/01/90,01/30/04
Headway Plc,-1871.91,-4521.46,2001,"Unit 16, Calderdale Business Park, Club Lane, Halifax             HX2 8AX","C/O Petchey Holdings Plc, Exchange House, 13/14 Clements Court, Ilford, IG1 2QY",10/03/00,05/14/01
Brooksbank Industries Ltd,-5.83,-5.83,2001,"Gibbet Street Comb Works, Gibbet Street, Halifax, HX1 4LT","Station Yard, Elslack, Skipton, BD23 3AS",11/01/01,06/30/03
,-114.87,-114.87,2007,"39/41 Crown Street, Halifax, HX1 1HY",,02/02/93,10/27/07
,-97.35,-97.35,2002,"Sportsman Hotel, 50 Crown Street, Halifax, HX1 1JB",,10/03/94,03/19/95
,-162.08,-162.08,2002,"Units T3/T4, Dean Clough Mills, Halifax, HX3 5AX",,04/02/90,07/03/91
,-587.56,-587.56,2002,"Bowling Mill Ground Floor, Dean Clough, Halifax, HX3 6UP",,01/01/02,10/31/02
,-250,4047,2015,"8 Denholmegate Road, Hipperholme, Halifax, HX3 8JQ",,11/01/01,
The Garden Centre Group Trading Ltd,-3606.15,-3606.15,2016,"Coley Nurseries, Denholmegate Road, Hipperholme, Halifax             HX3 8HX","C/O Knight Frank Llp, 55 Baker Street, London, W1U 8AN",11/10/97,07/28/16
,-113.22,-136.31,2001,"Adjacent Coliseum, Fountain Street, Halifax, HX1 2AB",,11/01/00,03/31/02
,-87.55,-87.55,2005,"28 Bull Green, Halifax, HX1 5AB",,06/12/00,02/19/06
,-460.92,-460.92,2007,"Grove Inn, Burnley Road, Luddendenfoot, Halifax             HX2 6HS",,07/30/96,08/05/07
,-8.85,-8.85,2014,"8 Lord Street, Halifax, HX1 5AE",,04/01/90,03/24/15
,-0.71,-0.71,2012,"44 Meadow Lane, Wheatley, Halifax, HX3 5JR",,03/03/02,
Ascot Estates Ltd,-35.21,-35.21,2002,"100 New Street, Southowram, Halifax, HX3 9SN",,08/26/95,07/29/99
Vision In Print Ltd [In Administration],-568.44,-568.44,2004,"Unit A3, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,12/03/96,08/15/04
