Travel Date,No of Passengers,Class of Service,Departure Airport,Destination Airport,Cost of Booking excluding VAT,Airline,Dept.
26/09/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Nairobi,"£1,171.00",British Airways,DFID
21/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£40.00,British Airways,DFID
19/10/2011,1,ECONOMY                  ,Abuja,Addis Ababa,£491.00,Ethiopian Airlines,DFID
09/10/2011,1,ECONOMY                  ,Manila,Bangkok,£857.00,Cathay Pacific Airways,DFID
15/10/2011,1,ECONOMY                  ,Lagos,Nairobi,£308.00,Kenya Airways,DFID
22/09/2011,1,ECONOMY                  ,Abuja,Birmingham,"£1,377.00",Lufthansa German Airlines,DFID
09/10/2011,1,ECONOMY                  ,Glasgow,Dubai,£849.00,Emirates,DFID
26/09/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£221.00,British Airways,DFID
26/09/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£547.00,Kenya Airways,DFID
30/09/2011,1,ECONOMY                  ,Manchester,Miami,£926.00,British Airways,DFID
10/10/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£171.00,British Airways,DFID
20/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£177.32,Easyjet,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£215.00,Kenya Airways,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£167.00,British Airways,DFID
01/10/2011,1,ECONOMY                  ,Lon Gatwick,Barbados,£258.00,Virgin Atlantic Airways,DFID
01/10/2011,1,ECONOMY                  ,Lon Gatwick,Barbados,£258.00,Virgin Atlantic Airways,DFID
26/09/2011,1,BUSINESS                 ,Lon Heathrow,Cancun,"£1,501.00",British Airways,DFID
26/09/2011,1,BUSINESS                 ,Lon Heathrow,Cancun,"£1,501.00",British Airways,DFID
10/10/2011,1,ECONOMY                  ,Delhi,Lon Heathrow,£225.00,British Airways,DFID
14/10/2011,1,ECONOMY                  ,Harare,Mauritius,£406.00,South African Airways,DFID
06/10/2011,1,ECONOMY                  ,Kabul,Delhi,£91.00,Air India,DFID
17/11/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,£686.00,Virgin Atlantic Airways,DFID
30/09/2011,1,ECONOMY                  ,Malta,Lon Heathrow,£231.00,Air Malta,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Ndjili,£462.00,Sn Brussels Airlines,DFID
18/09/2011,1,ECONOMY                  ,Lon Heathrow,Edinburgh,£154.00,British Airways,DFID
01/10/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,£551.00,Virgin Atlantic Airways,DFID
22/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£204.37,Easyjet,DFID
24/09/2011,1,ECONOMY                  ,Manchester,Geneva,£73.94,Easyjet,DFID
27/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£165.53,Easyjet,DFID
08/10/2011,1,ECONOMY                  ,Johannesburg,Maputo,£0.00,South African Airways,DFID
14/10/2011,1,ECONOMY                  ,Harare,Mauritius,£542.00,South African Airways,DFID
23/09/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£577.00,Emirates,DFID
22/10/2011,1,ECONOMY                  ,Islamabad Intl,Kabul,£85.00,Pakistan Int'L Airlines,DFID
19/09/2011,1,ECONOMY                  ,Lon Heathrow,Kennedy Ny,£734.00,British Airways,DFID
23/09/2011,1,ECONOMY                  ,Nairobi,Abuja,£289.00,Ethiopian Airlines,DFID
10/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£36.00,British Airways,DFID
08/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£266.00,British Airways,DFID
10/12/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£432.00,British Airways,DFID
10/12/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£432.00,British Airways,DFID
29/09/2011,1,PREMIUM ECONOMY          ,Lon Gatwick,Kingston,"£1,758.00",Virgin Atlantic Airways,DFID
14/12/2011,1,ECONOMY                  ,Abuja,Cape Town,£472.00,Ethiopian Airlines,DFID
14/12/2011,1,ECONOMY                  ,Abuja,Cape Town,£472.00,Ethiopian Airlines,DFID
14/12/2011,1,ECONOMY                  ,Abuja,Cape Town,£472.00,Ethiopian Airlines,DFID
14/12/2011,1,ECONOMY                  ,Abuja,Cape Town,£472.00,Ethiopian Airlines,DFID
11/11/2011,1,ECONOMY                  ,Dubai,Auckland,"£1,194.00",Emirates,DFID
10/10/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£350.00,Ethiopian Airlines,DFID
27/09/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£634.00,Qatar Airways,DFID
10/11/2011,1,ECONOMY                  ,Lon Heathrow,Auckland,£981.00,Emirates,DFID
29/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£43.94,Easyjet,DFID
30/09/2011,1,ECONOMY                  ,Lon Heathrow,Harare,£380.00,South African Airways,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Berlin Germa,£238.00,British Midland,DFID
26/09/2011,1,ECONOMY                  ,Nairobi,Kigali,£92.00,Hahn Air,DFID
02/10/2011,1,ECONOMY                  ,Glasgow,Jakarta Ind,£826.00,KLM UK,DFID
31/10/2011,1,ECONOMY                  ,Birmingham,Delhi,£757.00,Emirates,DFID
22/10/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,£520.00,Pakistan Int'L Airlines,DFID
24/09/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£281.00,British Airways,DFID
14/10/2011,1,ECONOMY                  ,Harare,Mauritius,£406.00,South African Airways,DFID
14/10/2011,1,ECONOMY                  ,Harare,Mauritius,£406.00,South African Airways,DFID
02/10/2011,1,ECONOMY                  ,Lon Gatwick,Jakarta Ind,£460.00,Emirates,DFID
26/09/2011,1,ECONOMY                  ,Nairobi,Kigali,-£119.16,Hahn Air,DFID
01/10/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,£551.00,Virgin Atlantic Airways,DFID
26/09/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,"£1,075.00",British Airways,DFID
26/09/2011,1,ECONOMY                  ,Ndjili,Lon Heathrow,£579.00,Sn Brussels Airlines,DFID
07/10/2011,1,ECONOMY                  ,Islamabad Intl,Lon Heathrow,£551.00,Emirates,DFID
26/09/2011,1,ECONOMY                  ,Nairobi,Kigali,£92.00,Hahn Air,DFID
16/10/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£153.00,British Midland,DFID
18/12/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£325.00,Egyptair,DFID
04/10/2011,1,ECONOMY                  ,Lon Heathrow,Milan Lin,£30.00,British Airways,DFID
16/10/2011,1,ECONOMY                  ,Entebbe-Kampala,Kigali,£82.00,Ethiopian Airlines,DFID
09/10/2011,1,ECONOMY                  ,Lyon,Oslo Osl,-£517.00,Lufthansa German Airlines,DFID
14/10/2011,1,ECONOMY                  ,Southampton,Glasgow,£77.83,Flybe,DFID
02/10/2011,1,ECONOMY                  ,London Stans,Glasgow,£100.93,Easyjet,DFID
06/10/2011,1,ECONOMY                  ,Malpensa,Lon Gatwick,£39.44,Easyjet,DFID
27/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£91.00,British Airways,DFID
20/11/2011,1,PREMIUM ECONOMY          ,Ndjili,Edinburgh,"£1,258.00",Air France,DFID
04/10/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Nairobi,"£1,171.00",British Airways,DFID
04/10/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Nairobi,"£1,171.00",British Airways,DFID
11/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£45.00,British Airways,DFID
18/12/2011,1,ECONOMY                  ,Dubai,Cairo,£415.00,Emirates,DFID
22/09/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£251.00,Virgin Atlantic Airways,DFID
18/12/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£251.00,Egyptair,DFID
16/10/2011,1,ECONOMY                  ,Dubai,Cairo,£230.00,Emirates,DFID
03/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£128.00,British Airways,DFID
20/10/2011,1,ECONOMY                  ,Kigali,Nairobi,£150.00,Kenya Airways,DFID
25/09/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£460.00,Kenya Airways,DFID
10/10/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£202.00,British Airways,DFID
03/10/2011,1,ECONOMY                  ,Edinburgh,Paris Cdg,£65.00,Air France,DFID
06/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£118.00,British Airways,DFID
23/09/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£1,078.00",Uzbekistan Airways,DFID
26/09/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£684.00,British Airways,DFID
04/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,-£309.23,Kenya Airways,DFID
04/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£345.00,Kenya Airways,DFID
25/09/2011,1,ECONOMY                  ,Abuja,Cape Town,£983.00,Hahn Air,DFID
07/04/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£0.00,British Airways,DFID
28/09/2011,1,ECONOMY                  ,Geneva,Lon Heathrow,£56.00,British Airways,DFID
20/10/2011,1,ECONOMY                  ,Islamabad Intl,Lon Heathrow,£469.00,Emirates,DFID
15/10/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£303.00,British Airways,DFID
11/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£45.00,British Airways,DFID
16/10/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£153.00,British Midland,DFID
26/09/2011,1,BUSINESS                 ,Lon Heathrow,Geneva,£480.00,British Airways,DFID
29/09/2011,1,ECONOMY                  ,Lon Heathrow,Edinburgh,£159.00,British Airways,DFID
15/10/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£334.00,British Airways,DFID
02/10/2011,1,ECONOMY                  ,Paris Cdg,Glasgow,£106.25,Easyjet,DFID
29/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£138.24,Easyjet,DFID
07/10/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£60.00,British Airways,DFID
23/12/2011,1,ECONOMY                  ,Maputo,Cape Town,£197.00,South African Airways,DFID
23/12/2011,1,ECONOMY                  ,Maputo,Cape Town,£148.00,South African Airways,DFID
31/10/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£272.00,Air India,DFID
31/10/2011,1,ECONOMY                  ,Lon Gatwick,Pristina,£137.00,British Airways,DFID
07/11/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£10.00,British Airways,DFID
02/10/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£730.00,Kenya Airways,DFID
22/10/2011,1,ECONOMY                  ,Lon Heathrow,Hanoi,£456.00,Thai Airways International,DFID
31/10/2011,1,ECONOMY                  ,Oslo Osl,Venice,£439.00,British Airways,DFID
13/10/2011,1,ECONOMY                  ,Kabul,Delhi,£158.00,Air India,DFID
22/09/2011,1,ECONOMY                  ,Kabul,Kabul,£0.00,Emirates,DFID
08/04/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£0.00,British Airways,DFID
25/07/2011,1,ECONOMY                  ,Edinburgh,Washington National,-£990.00,Continental Airlines,DFID
27/09/2011,1,ECONOMY                  ,Dubai,Kabul,£129.00,FlyDubai,DFID
13/11/2011,1,ECONOMY                  ,Edinburgh,Luton Engla,£64.53,Easyjet,DFID
28/09/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£78.93,Easyjet,DFID
09/10/2011,1,ECONOMY                  ,Glasgow,Bristol,£150.93,Easyjet,DFID
18/09/2011,1,PREMIUM ECONOMY          ,Ndjili,Lon Heathrow,£75.00,Air France,DFID
16/10/2011,1,ECONOMY                  ,Glasgow,Addis Ababa,£732.00,Kenya Airways,DFID
26/09/2011,1,ECONOMY                  ,Lon Gatwick,Pristina,£269.00,British Airways,DFID
11/10/2011,1,ECONOMY                  ,Entebbe-Kampala,Lon Heathrow,£395.00,British Airways,DFID
05/10/2011,1,ECONOMY                  ,Paris Cdg,Glasgow,£51.00,Flybe,DFID
25/09/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Nairobi,£856.00,Virgin Atlantic Airways,DFID
26/09/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£251.00,Virgin Atlantic Airways,DFID
21/12/2011,1,BUSINESS                 ,Khartoum,Khartoum,£0.00,Egyptair,DFID
03/11/2011,1,ECONOMY                  ,Lon Gatwick,Venice,£229.00,British Airways,DFID
11/11/2011,1,ECONOMY                  ,Lon Heathrow,Oslo Osl,£64.00,British Airways,DFID
19/04/2011,1,BUSINESS                 ,Los Angeles Ca,Lon Heathrow,"-£2,104.00",Virgin Atlantic Airways,DFID
23/12/2011,1,ECONOMY                  ,Maputo,Cape Town,£197.00,South African Airways,DFID
10/10/2011,1,BUSINESS                 ,Lon Heathrow,Lilongwe,"£1,915.00",South African Airways,DFID
10/10/2011,1,BUSINESS                 ,Lon Heathrow,Lilongwe,"£3,449.00",South African Airways,DFID
26/11/2011,1,BUSINESS                 ,Abuja,Lon Heathrow,"£1,867.00",British Airways,DFID
26/11/2011,1,BUSINESS                 ,Abuja,Lon Heathrow,"£1,400.00",British Airways,DFID
14/10/2011,1,PREMIUM ECONOMY          ,Delhi,Lon Heathrow,£860.00,Virgin Atlantic Airways,DFID
27/09/2011,1,PREMIUM ECONOMY          ,Ndjili,Ndjili,£0.00,Air France,DFID
27/09/2011,1,ECONOMY                  ,Edinburgh,Nairobi,£240.00,Kenya Airways,DFID
22/09/2011,1,ECONOMY                  ,Kabul,Kabul,£0.00,Emirates,DFID
24/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£211.13,Easyjet,DFID
19/04/2011,1,ECONOMY                  ,Lon Heathrow,Brussels,-£24.10,British Airways,DFID
24/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,-£224.55,Easyjet,DFID
23/12/2011,1,ECONOMY                  ,Maputo,Cape Town,£148.00,South African Airways,DFID
30/09/2011,1,ECONOMY                  ,Glasgow,Dhaka,£620.00,Emirates,DFID
28/10/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£558.00,Emirates,DFID
21/09/2011,1,BUSINESS                 ,Lon Heathrow,Peking,"£1,055.00",Air China,DFID
26/11/2011,1,BUSINESS                 ,Abuja,Lon Heathrow,"£1,867.00",British Airways,DFID
06/10/2011,1,ECONOMY                  ,Entebbe-Kampala,Dar Es Salaam,£133.00,Hahn Air,DFID
21/12/2011,1,BUSINESS                 ,Khartoum,Khartoum,£0.00,Egyptair,DFID
21/12/2011,1,BUSINESS                 ,Khartoum,Khartoum,£0.00,Egyptair,DFID
08/10/2011,1,ECONOMY                  ,Glasgow,Nairobi,£595.00,KLM UK,DFID
27/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£257.25,Easyjet,DFID
17/10/2011,1,ECONOMY                  ,Edinburgh,Oslo Osl,£146.70,Norwegian Air Shuttle,DFID
09/09/2011,1,ECONOMY                  ,Kabul,Lon Gatwick,£60.00,British Airways,DFID
27/09/2011,1,ECONOMY                  ,Dubai,Kabul,£139.57,FlyDubai,DFID
21/10/2011,1,ECONOMY                  ,Lon Heathrow,Hanoi,£640.00,Cathay Pacific Airways,DFID
23/10/2011,1,ECONOMY                  ,Lon Heathrow,Harare,£300.00,South African Airways,DFID
30/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£105.94,Easyjet,DFID
27/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£53.94,Easyjet,DFID
27/09/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,-£634.00,Qatar Airways,DFID
26/09/2011,1,BUSINESS                 ,Lon Heathrow,Geneva,-£480.00,British Airways,DFID
23/10/2011,1,ECONOMY                  ,Lon Heathrow,Harare,£225.00,South African Airways,DFID
05/07/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Paris Cdg,-£767.00,Air France,DFID
07/07/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abidjan,-£117.00,Air France,DFID
03/10/2011,1,ECONOMY                  ,Lon Gatwick,Berlin East,£182.97,Easyjet,DFID
26/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£112.93,Easyjet,DFID
29/09/2011,1,ECONOMY                  ,Lon Heathrow,Gothenburg,£60.00,British Airways,DFID
23/10/2011,1,ECONOMY                  ,Lon Heathrow,Harare,£225.00,South African Airways,DFID
23/10/2011,1,ECONOMY                  ,Lon Heathrow,Harare,£300.00,South African Airways,DFID
17/10/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£141.53,Easyjet,DFID
25/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£59.45,Easyjet,DFID
25/09/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£415.00,Kenya Airways,DFID
07/12/2011,1,ECONOMY                  ,Abuja,Abuja,£0.00,Arik Air,DFID
29/09/2011,1,ECONOMY                  ,Lon Heathrow,Madrid,£595.00,British Airways,DFID
03/10/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£220.00,Pakistan Int'L Airlines,DFID
03/10/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£260.00,British Airways,DFID
09/10/2011,1,ECONOMY                  ,Accra,Lon Heathrow,£335.00,British Airways,DFID
10/10/2011,1,ECONOMY                  ,Gal Galilei,Athens,£53.00,Alitalia,DFID
30/09/2011,1,ECONOMY                  ,Addis Ababa,Addis Ababa,£0.00,Ethiopian Airlines,DFID
10/10/2011,1,BUSINESS                 ,Athens,Kathmandu,£796.00,Qatar Airways,DFID
29/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£194.00,British Airways,DFID
05/10/2011,1,ECONOMY                  ,Lon Heathrow,Ndjili,£462.00,Sn Brussels Airlines,DFID
07/10/2011,1,ECONOMY                  ,Dubai,Dar Es Salaam,£560.00,Emirates,DFID
18/10/2011,1,ECONOMY                  ,Dubai,Manchester,£624.00,Emirates,DFID
30/09/2011,1,ECONOMY                  ,Malta,Lon Heathrow,£160.00,Air Malta,DFID
01/10/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£360.00,Ethiopian Airlines,DFID
26/09/2011,1,ECONOMY                  ,Lon Gatwick,Malta,£278.00,Air Malta,DFID
27/09/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£633.00,British Airways,DFID
07/10/2011,1,ECONOMY                  ,Islamabad Intl,Lon Heathrow,£306.00,Emirates,DFID
07/11/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£2,479.00",Emirates,DFID
17/10/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£156.00,British Midland,DFID
17/10/2011,1,BUSINESS                 ,Kathmandu,Mumbai,£257.00,Jet Airways,DFID
05/10/2011,1,BUSINESS                 ,Khartoum,Sharm El Sheikh,£547.00,Egyptair,DFID
05/10/2011,1,BUSINESS                 ,Khartoum,Sharm El Sheikh,£547.00,Egyptair,DFID
05/10/2011,1,BUSINESS                 ,Khartoum,Sharm El Sheikh,£410.00,Egyptair,DFID
03/10/2011,1,ECONOMY                  ,Manchester,Geneva,£201.93,Easyjet,DFID
18/11/2011,1,ECONOMY                  ,Glasgow,Islamabad Intl,£522.00,Emirates,DFID
07/12/2011,1,ECONOMY                  ,Abuja,Abuja,£0.00,Arik Air,DFID
05/10/2011,1,ECONOMY                  ,Manchester,Providenciales,£611.00,British Airways,DFID
27/09/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£633.00,British Airways,DFID
06/10/2011,1,ECONOMY                  ,Manchester,Dubai,£445.00,Emirates,DFID
22/10/2011,1,ECONOMY                  ,Lon Heathrow,Chicago Ord,£352.00,British Airways,DFID
14/10/2011,1,ECONOMY                  ,Islamabad Intl,Lon Gatwick,£306.00,Emirates,DFID
30/09/2011,1,ECONOMY                  ,Dubai,Venice,£914.00,Qatar Airways,DFID
28/09/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£0.00,Pakistan Int'L Airlines,DFID
15/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£190.93,Easyjet,DFID
29/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£71.94,Easyjet,DFID
26/09/2011,1,ECONOMY                  ,Lagos,Cape Town,"£1,243.00",Hahn Air,DFID
28/09/2011,1,ECONOMY                  ,Islamabad Intl,Lon Heathrow,£567.00,Emirates,DFID
02/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£460.00,Kenya Airways,DFID
26/11/2011,1,ECONOMY                  ,Lon Heathrow,Pusan,£0.00,Korean Air,DFID
01/10/2011,1,ECONOMY                  ,Lon Gatwick,Islamabad Intl,£0.00,Emirates,DFID
20/09/2011,1,ECONOMY                  ,Lon Heathrow,Kennedy Ny,£438.00,Virgin Atlantic Airways,DFID
17/08/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,-£154.00,Egyptair,DFID
25/09/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,-£65.00,Kenya Airways,DFID
01/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,-£22.00,British Airways,DFID
12/10/2011,1,ECONOMY                  ,Luton Engla,Glasgow,£45.53,Easyjet,DFID
11/10/2011,1,ECONOMY                  ,Kingston,Barbados,£178.00,Caribbean Airlines Ltd,DFID
30/10/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£34.00,Air India,DFID
29/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£164.00,British Airways,DFID
04/10/2011,1,ECONOMY                  ,Lon Heathrow,Stockholm Arn,£289.00,British Airways,DFID
20/10/2011,1,ECONOMY                  ,Ndjili,Lon Heathrow,£462.00,Sn Brussels Airlines,DFID
28/09/2011,1,ECONOMY                  ,Lon Heathrow,Benghazi,£466.00,Turkish Airlines,DFID
20/09/2011,1,ECONOMY                  ,Lon Heathrow,Kennedy Ny,-£465.16,Virgin Atlantic Airways,DFID
03/10/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,£510.00,Pakistan Int'L Airlines,DFID
28/09/2011,1,ECONOMY                  ,Lon Heathrow,Benghazi,£26.00,Turkish Airlines,DFID
15/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£252.11,Easyjet,DFID
12/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£132.93,Easyjet,DFID
20/10/2011,1,ECONOMY                  ,Ndjili,Lon Heathrow,£300.00,Sn Brussels Airlines,DFID
16/10/2011,1,ECONOMY                  ,Lon Heathrow,Hanoi,£456.00,Asiana Airlines Inc,DFID
03/10/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£2,237.00",Emirates,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Kingston,"£1,437.00",British Airways,DFID
01/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£0.00,British Airways,DFID
29/09/2011,1,ECONOMY                  ,Geneva,Lon Heathrow,£301.00,British Airways,DFID
26/10/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£65.00,British Airways,DFID
19/10/2011,1,ECONOMY                  ,Dushanbe,Alma Ata,£127.00,Air Astana,DFID
31/10/2011,1,ECONOMY                  ,Lon Gatwick,Amsterdam,£96.93,Easyjet,DFID
07/11/2011,1,ECONOMY                  ,Edinburgh,Geneva,£104.93,Easyjet,DFID
16/10/2011,1,ECONOMY                  ,Lon Heathrow,Hanoi,£363.00,Asiana Airlines Inc,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£342.00,British Airways,DFID
29/10/2011,1,ECONOMY                  ,Nairobi,Juba,£95.00,Kenya Airways,DFID
30/09/2011,1,ECONOMY                  ,Lagos,Cape Town,£435.00,South African Airways,DFID
04/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£140.93,Easyjet,DFID
22/10/2011,1,ECONOMY                  ,Glasgow,Berlin East,£220.30,Easyjet,DFID
03/11/2011,1,ECONOMY                  ,Juba,Nairobi,£70.00,Hahn Air,DFID
19/10/2011,1,ECONOMY                  ,Dushanbe,Alma Ata,£127.00,Air Astana,DFID
22/11/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£82.93,Easyjet,DFID
16/10/2011,1,ECONOMY                  ,Nairobi,Cairo,£381.00,Egyptair,DFID
20/10/2011,1,ECONOMY                  ,Cairo,Lon Heathrow,£79.00,British Midland,DFID
23/12/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£727.00,Emirates,DFID
01/10/2011,1,PREMIUM ECONOMY          ,Glasgow,Abuja,£29.00,British Airways,DFID
22/10/2011,1,ECONOMY                  ,Lon Heathrow,Chicago Ord,£442.00,British Airways,DFID
26/08/2011,1,ECONOMY                  ,Johannesburg,Lon Heathrow,£100.00,British Airways,DFID
07/08/2011,1,ECONOMY                  ,Johannesburg,Lon Heathrow,£100.00,British Airways,DFID
30/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£161.93,Easyjet,DFID
31/10/2011,1,ECONOMY                  ,Glasgow,Amsterdam,£90.93,Easyjet,DFID
01/10/2011,1,ECONOMY                  ,Lon Heathrow,Kennedy Ny,£674.00,British Airways,DFID
26/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£684.00,British Airways,DFID
30/09/2011,1,ECONOMY                  ,Abuja,Lagos,£109.00,Arik Air,DFID
28/09/2011,1,ECONOMY                  ,Lon Heathrow,Malta,£368.00,Air Malta,DFID
14/10/2011,1,BUSINESS                 ,Lon Heathrow,Cape Town,"£3,521.00",South African Airways,DFID
01/10/2011,1,PREMIUM ECONOMY          ,Glasgow,Abuja,£29.00,British Airways,DFID
02/10/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£2,237.00",Emirates,DFID
05/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£45.24,Easyjet,DFID
13/10/2011,1,ECONOMY                  ,Lon Gatwick,Edinburgh,£86.94,Easyjet,DFID
21/10/2011,1,BUSINESS                 ,Bishkek,Lon Heathrow,£933.00,Turkish Airlines,DFID
07/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£112.00,British Airways,DFID
29/09/2011,1,ECONOMY                  ,Malta,Lon Gatwick,£18.00,Air Malta,DFID
11/10/2011,1,BUSINESS                 ,Lon Heathrow,Kabul,"£3,130.00",Emirates,DFID
02/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£209.00,British Airways,DFID
07/10/2011,1,ECONOMY                  ,Juba,Nairobi,£129.00,Hahn Air,DFID
11/10/2011,1,ECONOMY                  ,Manchester,Abuja,£442.00,Lufthansa German Airlines,DFID
19/10/2011,1,ECONOMY                  ,Dushanbe,Alma Ata,£127.00,Air Astana,DFID
26/10/2011,1,ECONOMY                  ,Glasgow,Da Vinci,£101.93,Easyjet,DFID
02/10/2011,1,ECONOMY                  ,London Stans,Glasgow,£140.93,Easyjet,DFID
04/11/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£84.53,Easyjet,DFID
03/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£84.00,British Airways,DFID
07/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£112.00,British Airways,DFID
02/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£202.00,British Airways,DFID
22/10/2011,1,ECONOMY                  ,Aberdeen,Hanoi,£76.00,Thai Airways International,DFID
