Travel Date,No of Passengers,Class of Service,Departure Airport,Destination Airport,Cost of Booking excluding VAT,Airline,Dept.
11/10/2011,1,BUSINESS                 ,Lon Heathrow,Kabul,"£3,130.00",Emirates,DFID
13/10/2011,1,ECONOMY                  ,Glasgow,London City,£47.00,British Airways,DFID
13/10/2011,1,ECONOMY                  ,Kabul,Delhi,£0.00,Air India,DFID
06/10/2011,1,ECONOMY                  ,Juba,Nairobi,£129.00,Hahn Air,DFID
03/10/2011,1,ECONOMY                  ,Lon Heathrow,Jakarta Ind,£477.00,Singapore Airlines,DFID
03/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£289.00,British Airways,DFID
04/10/2011,1,ECONOMY                  ,London City,Geneva,-£240.16,Swiss International Airlines,DFID
03/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£120.93,Easyjet,DFID
02/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£168.93,Easyjet,DFID
26/10/2011,1,ECONOMY                  ,Ciapino,Prestwick,£96.00,Ryanair,DFID
07/10/2011,1,ECONOMY                  ,Glasgow,Luton Engla,£54.24,Easyjet,DFID
21/10/2011,1,BUSINESS                 ,Bishkek,Lon Heathrow,£933.00,Turkish Airlines,DFID
04/10/2011,1,ECONOMY                  ,London City,Geneva,£223.00,Swiss International Airlines,DFID
05/10/2011,1,ECONOMY                  ,London City,Geneva,£223.00,Swiss International Airlines,DFID
22/10/2011,1,ECONOMY                  ,Edinburgh,Addis Ababa,£296.00,British Midland,DFID
03/10/2011,1,ECONOMY                  ,Lon Heathrow,Stockholm Arn,£149.00,Scandinavian Airlines System,DFID
04/10/2011,1,ECONOMY                  ,Glasgow,Paris Cdg,£247.00,Flybe,DFID
07/10/2011,1,ECONOMY                  ,Entebbe-Kampala,Hanoi,"£1,043.00",Emirates,DFID
12/10/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£386.00,Kenya Airways,DFID
02/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£121.00,British Airways,DFID
08/10/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£332.00,Jet Airways,DFID
11/10/2011,1,BUSINESS                 ,Lon Heathrow,Kabul,"£2,930.00",Emirates,DFID
01/10/2011,1,ECONOMY                  ,Lon Heathrow,Pristina,£532.00,Croatia Airlines,DFID
11/10/2011,1,ECONOMY                  ,Manchester,Abuja,£442.00,Lufthansa German Airlines,DFID
11/11/2011,1,ECONOMY                  ,Glasgow,Dhaka,£450.00,Emirates,DFID
16/10/2011,1,ECONOMY                  ,Glasgow,Accra,£562.00,KLM UK,DFID
12/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£172.00,British Airways,DFID
06/09/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£100.00,British Airways,DFID
18/10/2011,1,ECONOMY                  ,Southampton,Glasgow,£63.45,Flybe,DFID
27/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£83.53,Easyjet,DFID
21/10/2011,1,BUSINESS                 ,Bishkek,Lon Heathrow,£933.00,Turkish Airlines,DFID
05/10/2011,1,ECONOMY                  ,London Stans,Glasgow,£79.53,Easyjet,DFID
30/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£194.00,Virgin Atlantic Airways,DFID
13/10/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£29.00,British Airways,DFID
18/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£684.00,British Airways,DFID
31/10/2011,1,ECONOMY                  ,Southampton,Glasgow,£0.00,Flybe,DFID
18/11/2011,1,ECONOMY                  ,Addis Ababa,Khartoum,£309.00,Ethiopian Airlines,DFID
13/11/2011,1,ECONOMY                  ,Glasgow,Dubai,£660.00,Emirates,DFID
10/10/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£64.00,United Airlines,DFID
22/10/2011,1,ECONOMY                  ,Lon Heathrow,Hanoi,£685.00,Cathay Pacific Airways,DFID
22/10/2011,1,ECONOMY                  ,Lon Heathrow,Accra,£287.00,KLM UK,DFID
15/10/2011,1,ECONOMY                  ,Lon Heathrow,Addis Ababa,£300.00,Ethiopian Airlines,DFID
18/10/2011,1,ECONOMY                  ,Barcelona Spain,Istanbul,£92.00,Spanair Sa,DFID
01/11/2011,1,BUSINESS                 ,Juba,Lagos,£438.00,Kenya Airways,DFID
01/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£943.00,Kenya Airways,DFID
05/10/2011,1,ECONOMY                  ,Nairobi,Juba,£139.00,Kenya Airways,DFID
23/10/2011,1,BUSINESS                 ,Goa,Goa,"£1,100.00",Qatar Airways,DFID
16/10/2011,1,ECONOMY                  ,Lon Heathrow,Accra,£287.00,KLM UK,DFID
10/10/2011,1,ECONOMY                  ,Lon Heathrow,Berlin Germa,£208.00,British Airways,DFID
10/10/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£84.00,United Airlines,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£657.00,British Airways,DFID
05/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£245.00,British Airways,DFID
12/10/2011,1,ECONOMY                  ,Lon Heathrow,San Antonio Tx,£149.00,Continental Airlines,DFID
05/10/2011,1,ECONOMY                  ,Glasgow,Southampton,£103.00,Flybe,DFID
02/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£86.00,British Airways,DFID
03/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£190.00,British Airways,DFID
31/10/2011,1,ECONOMY                  ,Southampton,Glasgow,£75.00,Flybe,DFID
09/10/2011,1,ECONOMY                  ,Lon Gatwick,Oslo Osl,£425.90,Norwegian Air Shuttle,DFID
05/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,-£54.37,Easyjet,DFID
20/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£94.94,Easyjet,DFID
02/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£195.23,Easyjet,DFID
26/11/2011,1,BUSINESS                 ,Lon Heathrow,Pusan,"£2,066.00",Korean Air,DFID
14/10/2011,1,PREMIUM ECONOMY          ,Johannesburg,Lon Heathrow,£34.00,Virgin Atlantic Airways,DFID
01/11/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£326.00,British Midland,DFID
13/10/2011,1,ECONOMY                  ,Ndjili,Nairobi,£434.00,Kenya Airways,DFID
21/10/2011,1,ECONOMY                  ,Lon Gatwick,Dubai,£935.00,Emirates,DFID
03/10/2011,1,ECONOMY                  ,Edinburgh,Luton Engla,£87.53,Easyjet,DFID
06/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£123.93,Easyjet,DFID
04/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£117.24,Easyjet,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£194.00,Virgin Atlantic Airways,DFID
07/11/2011,1,ECONOMY                  ,Lon Heathrow,Gibraltar,£113.00,British Airways,DFID
01/10/2011,1,ECONOMY                  ,Cape Town,Lagos,£113.00,Hahn Air,DFID
13/11/2011,1,ECONOMY                  ,Glasgow,Dubai,£660.00,Emirates,DFID
18/11/2011,1,ECONOMY                  ,Addis Ababa,Khartoum,£309.00,Ethiopian Airlines,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Tel Aviv,£509.00,El Al Israel Airlines,DFID
09/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£148.00,British Airways,DFID
23/10/2011,1,ECONOMY                  ,Lon Heathrow,Berlin Germa,£83.00,British Airways,DFID
05/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£245.00,British Airways,DFID
20/10/2011,1,ECONOMY                  ,Lon Heathrow,Da Vinci,£272.00,British Airways,DFID
05/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£40.94,Easyjet,DFID
02/11/2011,1,ECONOMY                  ,Glasgow,London Stans,£59.93,Easyjet,DFID
03/10/2011,1,ECONOMY                  ,Nairobi,Nairobi,£0.00,KLM UK,DFID
08/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£637.00,Kenya Airways,DFID
21/10/2011,1,ECONOMY                  ,Istanbul,Lon Heathrow,£67.00,Turkish Airlines,DFID
07/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£289.00,British Airways,DFID
02/11/2011,1,ECONOMY                  ,Lon Heathrow,Boston,£81.00,American Airlines,DFID
22/10/2011,1,ECONOMY                  ,Lon Heathrow,Hanoi,£504.00,Thai Airways International,DFID
16/10/2011,1,BUSINESS                 ,Lon Heathrow,Kathmandu,"£1,759.00",Qatar Airways,DFID
20/10/2011,1,ECONOMY                  ,Kathmandu,Lon Heathrow,£312.00,Gulf Air,DFID
07/10/2011,1,ECONOMY                  ,Manchester,Dubai,£35.00,Emirates,DFID
10/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£79.00,British Airways,DFID
09/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£80.00,British Airways,DFID
12/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£74.00,British Airways,DFID
14/10/2011,1,ECONOMY                  ,Da Vinci,Glasgow,£159.00,British Airways,DFID
13/10/2011,1,ECONOMY                  ,Glasgow,Da Vinci,£300.00,KLM UK,DFID
13/10/2011,1,BUSINESS                 ,Dubai,Lon Gatwick,"£1,718.00",Emirates,DFID
04/10/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Stockholm Arn,£170.00,Scandinavian Airlines System,DFID
14/10/2011,1,BUSINESS                 ,Lon Heathrow,Cape Town,£0.00,South African Airways,DFID
06/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£233.00,British Airways,DFID
13/10/2011,1,ECONOMY                  ,Lon Gatwick,Barcelona Spain,£164.93,Easyjet,DFID
04/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£190.93,Easyjet,DFID
04/10/2011,1,BUSINESS                 ,Santiago Chile,Abuja,"£6,706.00",British Airways,DFID
06/10/2011,1,BUSINESS                 ,Lon Heathrow,Abuja,"£3,676.00",British Airways,DFID
01/10/2011,1,ECONOMY                  ,Dulles,Dulles,£0.00,Virgin Atlantic Airways,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Tel Aviv,£678.00,British Airways,DFID
12/10/2011,1,ECONOMY                  ,Lon Heathrow,Newark Liberty,£87.00,Continental Airlines,DFID
13/11/2011,1,ECONOMY                  ,Kigali,Addis Ababa,£353.00,Ethiopian Airlines,DFID
27/09/2011,1,ECONOMY                  ,Nairobi,Edinburgh,£75.00,KLM UK,DFID
14/10/2011,1,ECONOMY                  ,Islamabad Intl,Lon Heathrow,£483.00,Emirates,DFID
26/08/2011,1,ECONOMY                  ,Dubai,Johannesburg,-£114.00,South African Airways,DFID
05/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£63.24,Easyjet,DFID
13/10/2011,1,ECONOMY                  ,Lon Gatwick,Barcelona Spain,£105.94,Easyjet,DFID
08/10/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£186.00,British Airways,DFID
08/10/2011,1,ECONOMY                  ,Dubai,Dar Es Salaam,£0.00,Emirates,DFID
13/10/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£86.00,British Airways,DFID
16/10/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£172.00,British Midland,DFID
26/10/2011,1,ECONOMY                  ,Lon Heathrow,Johannesburg,£595.00,South African Airways,DFID
26/11/2011,1,ECONOMY                  ,Lon Heathrow,Pusan,"£1,720.00",Korean Air,DFID
23/10/2011,1,ECONOMY                  ,Lon Gatwick,Marrakech,£496.08,Easyjet,DFID
05/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£233.00,British Airways,DFID
09/10/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£289.00,British Airways,DFID
16/10/2011,1,BUSINESS                 ,Lon Heathrow,St. Petersburg,"£1,224.00",British Airways,DFID
22/11/2011,1,ECONOMY                  ,Ndjili,Lon Heathrow,"£1,066.00",Sn Brussels Airlines,DFID
24/10/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,£510.00,Pakistan Int'L Airlines,DFID
14/10/2011,1,BUSINESS                 ,Lon Heathrow,Cape Town,"£3,879.00",British Airways,DFID
15/10/2011,1,ECONOMY                  ,Accra,Johannesburg,£496.00,South African Airways,DFID
15/10/2011,1,ECONOMY                  ,Accra,Johannesburg,£372.00,South African Airways,DFID
10/10/2011,1,BUSINESS                 ,London City,Kano,"£1,290.00",KLM UK,DFID
16/10/2011,1,BUSINESS                 ,Lon Heathrow,St. Petersburg,"£1,224.00",British Airways,DFID
05/10/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,-£428.78,British Airways,DFID
05/10/2011,1,ECONOMY                  ,Khartoum,Addis Ababa,£156.00,Ethiopian Airlines,DFID
10/10/2011,1,ECONOMY                  ,Copenhagen,Oslo Osl,£138.10,Norwegian Air Shuttle,DFID
10/10/2011,1,ECONOMY                  ,Oslo Osl,Lon Gatwick,£119.40,Norwegian Air Shuttle,DFID
10/10/2011,1,ECONOMY                  ,Oslo Osl,Lon Gatwick,£119.40,Norwegian Air Shuttle,DFID
20/10/2011,1,ECONOMY                  ,Glasgow,Bristol,£79.53,Easyjet,DFID
05/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£225.00,British Airways,DFID
05/10/2011,1,ECONOMY                  ,Khartoum,Addis Ababa,£109.00,Ethiopian Airlines,DFID
05/10/2011,1,ECONOMY                  ,Khartoum,Addis Ababa,£156.00,Ethiopian Airlines,DFID
05/10/2011,1,ECONOMY                  ,Khartoum,Addis Ababa,£109.00,Ethiopian Airlines,DFID
05/10/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£488.00,British Airways,DFID
16/10/2011,1,ECONOMY                  ,St. Petersburg,Dushanbe,£280.00,Pulkovo Aviation Enterprise,DFID
01/11/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£684.00,British Airways,DFID
11/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£194.00,British Airways,DFID
05/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£289.00,British Airways,DFID
10/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£91.00,British Airways,DFID
17/10/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£185.00,Virgin Atlantic Airways,DFID
16/10/2011,1,ECONOMY                  ,St. Petersburg,Dushanbe,£280.00,Pulkovo Aviation Enterprise,DFID
10/10/2011,1,ECONOMY                  ,Lon Heathrow,Malta,£338.00,Air Malta,DFID
08/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£0.00,British Airways,DFID
08/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£0.00,British Airways,DFID
16/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Nairobi,"-£1,158.00",British Airways,DFID
05/09/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£0.00,British Airways,DFID
23/12/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£727.00,Emirates,DFID
17/11/2011,1,ECONOMY                  ,Da Vinci,Brussels,£21.00,Sn Brussels Airlines,DFID
05/10/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£233.00,British Airways,DFID
05/10/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£419.00,British Airways,DFID
13/10/2011,1,ECONOMY                  ,Maputo,Lon Heathrow,£609.00,South African Airways,DFID
22/11/2011,1,ECONOMY                  ,Ndjili,Lon Heathrow,£714.00,Sn Brussels Airlines,DFID
12/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£134.00,British Airways,DFID
27/11/2011,1,ECONOMY                  ,Incheon International,Pusan,£144.00,Korean Air,DFID
26/11/2011,1,ECONOMY                  ,Lon Heathrow,Incheon International,"£1,700.00",Korean Air,DFID
17/12/2011,1,ECONOMY                  ,Glasgow,Dubai,"£1,030.00",Emirates,DFID
11/10/2011,1,ECONOMY                  ,Malta,Lon Gatwick,£201.00,Air Malta,DFID
03/10/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,-£120.00,Pakistan Int'L Airlines,DFID
10/10/2011,1,ECONOMY                  ,Copenhagen,Oslo Osl,£138.10,Norwegian Air Shuttle,DFID
03/10/2011,1,ECONOMY                  ,Johannesburg,Lagos,£619.00,Hahn Air,DFID
04/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£0.00,British Airways,DFID
13/10/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£34.00,British Airways,DFID
16/10/2011,1,BUSINESS                 ,Lon Heathrow,St. Petersburg,"£1,224.00",British Airways,DFID
16/10/2011,1,ECONOMY                  ,St. Petersburg,Dushanbe,£280.00,Pulkovo Aviation Enterprise,DFID
14/10/2011,1,BUSINESS                 ,Lon Heathrow,Cape Town,"£3,879.00",British Airways,DFID
13/10/2011,1,ECONOMY                  ,Lon Heathrow,Ndjili,£0.00,Sn Brussels Airlines,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£360.00,Kenya Airways,DFID
15/10/2011,1,ECONOMY                  ,Accra,Johannesburg,£496.00,South African Airways,DFID
15/10/2011,1,ECONOMY                  ,Accra,Johannesburg,£372.00,South African Airways,DFID
17/10/2011,1,ECONOMY                  ,Glasgow,Da Vinci,£587.00,British Airways,DFID
13/11/2011,1,ECONOMY                  ,Tel Aviv,Addis Ababa,£247.00,Ethiopian Airlines,DFID
20/08/2011,1,BUSINESS                 ,Accra,Lon Heathrow,"-£1,190.00",British Airways,DFID
02/11/2011,1,BUSINESS                 ,Dubai,Lon Gatwick,"£1,702.00",Emirates,DFID
11/10/2011,1,ECONOMY                  ,Lon Gatwick,Berlin East,£82.24,Easyjet,DFID
02/11/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£52.94,Easyjet,DFID
06/10/2011,1,ECONOMY                  ,Lon Heathrow,Lagos,£388.00,Virgin Atlantic Airways,DFID
13/10/2011,1,ECONOMY                  ,Berlin Germa,Lon Heathrow,£65.00,British Airways,DFID
18/11/2011,1,ECONOMY                  ,Harare,Johannesburg,£165.00,South African Airways,DFID
01/11/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£42.00,British Airways,DFID
06/10/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£289.00,British Airways,DFID
08/10/2011,1,ECONOMY                  ,Islamabad Intl,Manchester,£0.00,Qatar Airways,DFID
24/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£42.00,British Airways,DFID
15/10/2011,1,ECONOMY                  ,Lon Heathrow,Edinburgh,£102.00,British Airways,DFID
19/10/2011,1,BUSINESS                 ,Lon Heathrow,Ndjili,"£1,001.00",Kenya Airways,DFID
04/11/2011,1,ECONOMY                  ,Delhi,Lon Heathrow,-£245.81,British Airways,DFID
11/10/2011,1,ECONOMY                  ,Lon Gatwick,Berlin East,£82.24,Easyjet,DFID
24/10/2011,1,ECONOMY                  ,Birmingham,Glasgow,£95.46,Flybe,DFID
07/10/2011,1,ECONOMY                  ,Da Vinci,Lon Gatwick,£155.75,Easyjet,DFID
23/10/2011,1,ECONOMY                  ,Lon Gatwick,Marrakech,£521.70,Easyjet,DFID
10/11/2011,1,ECONOMY                  ,Edinburgh,Brussels,£206.00,British Midland,DFID
18/11/2011,1,ECONOMY                  ,Harare,Johannesburg,£131.00,South African Airways,DFID
18/11/2011,1,ECONOMY                  ,Johannesburg,Glasgow,£476.00,Emirates,DFID
10/10/2011,1,ECONOMY                  ,Glasgow,London City,£233.00,British Airways,DFID
29/10/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£269.00,Virgin Atlantic Airways,DFID
04/11/2011,1,ECONOMY                  ,Delhi,Lon Heathrow,£218.00,British Airways,DFID
24/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£42.00,British Airways,DFID
11/10/2011,1,ECONOMY                  ,Lon Heathrow,Berlin Germa,£215.00,British Midland,DFID
26/10/2011,1,ECONOMY                  ,Khartoum,Lon Heathrow,£64.00,KLM UK,DFID
21/08/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,-£120.00,Pakistan Int'L Airlines,DFID
10/10/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£670.00,Emirates,DFID
10/10/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£289.00,British Airways,DFID
30/10/2011,1,ECONOMY                  ,Lon Gatwick,Delhi,£450.00,Emirates,DFID
01/12/2011,1,ECONOMY                  ,Johannesburg,Durban,£123.00,South African Airways,DFID
30/11/2011,1,ECONOMY                  ,Lon Heathrow,Johannesburg,£305.00,Virgin Atlantic Airways,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Copenhagen,£547.00,British Airways,DFID
25/10/2011,1,ECONOMY                  ,Glasgow,Johannesburg,£579.00,British Airways,DFID
08/11/2011,1,ECONOMY                  ,Lon Heathrow,Vienna,£104.00,British Midland,DFID
05/11/2011,1,ECONOMY                  ,Delhi,Lon Heathrow,£218.00,British Airways,DFID
25/10/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£103.53,Easyjet,DFID
06/10/2011,1,BUSINESS                 ,Dubai,Kennedy Ny,"£1,837.00",Emirates,DFID
06/10/2011,1,ECONOMY                  ,Pristina,Lon Gatwick,£285.00,British Airways,DFID
13/10/2011,1,ECONOMY                  ,Berlin Germa,Lon Heathrow,£65.00,British Airways,DFID
08/10/2011,1,ECONOMY                  ,Abuja,Nairobi,£257.00,Ethiopian Airlines,DFID
18/11/2011,1,ECONOMY                  ,Johannesburg,Glasgow,£476.00,Emirates,DFID
09/10/2011,1,ECONOMY                  ,Lon Heathrow,Copenhagen,£547.00,British Airways,DFID
08/10/2011,1,ECONOMY                  ,Lon Heathrow,Kigali,£505.00,Kenya Airways,DFID
02/11/2011,1,ECONOMY                  ,Lisbon,Lon Heathrow,£32.00,British Airways,DFID
26/10/2011,1,ECONOMY                  ,Khartoum,Lon Heathrow,£10.00,KLM UK,DFID
